course_code,name,units,min_units,max_units,offered_qatar,offered_pitts,short_name,description,dep_code,prereqs_text
67-240,Mobile Web Design & Development,9,9,9,True,False,MOBILE WEB DES & DEV,"The Mobile Web Design and Development course provides a solid web design and development foundation focusing on responsive, usercentered design, and clientside components. Throughout the course, students work with HTML5, CSS3, Twitter Bootstrap, and JavaScript, and learn how the various web components function together. The course utilizes a handson approach to guide students through learning and understanding the design and development process. In this course, students work on inclass activities, individual assignments and a group project with a client using the current standards and best practices of web design and development. This course is primarily designed for students with minimal technical experience. By the end of the course, students will be able to plan, design, and implement a basic functioning mobile website app.",67,(15-104 [] at least C) or (02-120 [] at least C) or (15-112 [] at least C) or (15-110 [] at least C)
33-152,Matter and Interactions II,12,12,12,True,False,MATTER & INTER II,"A more challenging alternative to 33142, Physics II for Engineering and Physics Students. There is an emphasis on atomiclevel description and analysis of matter and its electric and magnetic interactions.  Topics include Coulombs law, polarization, electric field, plasmas, field of charge distributions, microscopic analysis of resistor and capacitor circuits, potential, macroscopic analysis of circuits, Gauss law, magnetic field, atomic model of magnetism, Amperes law, magnetic force, relativistic issues, magnetic induction with emphasis on nonCoulomb electric field, Maxwells equations, electromagnetic radiation including its production and its effects on matter, reradiation, interference.  There will also be computer modeling, visualization and desktop experiments.",33,((33-151 [] at least D) and (21-122 [] at least D)) or ((21-122 [] at least D) and (33-131 [] at least D))
82-112,Elementary Arabic II,12,12,12,True,True,ELEMENTARY ARABIC II,"This course builds on Elementary Arabic I to continue introducing students to Modern Standard Arabic MSA to achieve communicative competence at the NoviceHighIntermediateLow level in all language skills listening, speaking, reading, and writing. To this end, the course follows a proficiencyoriented approach to language teaching. In addition to MSA, the course continues to introduce students to one of the popular spoken dialects in the Arab world such as Egyptian, Levantine, or Moroccan depending upon the instructors backgroundexpertise. Students will continue to explore various cultural aspects of the Arab world through written, audiovisual and online materials.",82,(82-111 [] at least C) or (82-113 [] at least C)
82-542,Special Topics in Hispanic Studies,3,3,11,True,True,SPEC TPCS HSPC STDS,Restricted to language majors who wish to go beyond the regular course offerings in Hispanic Studies involving group or individual study in a subject area approved by the instructor. Prerequisites Permission of the instructor and a 400level course,82,
80-249,"AI, Society, and Humanity",9,9,9,True,True,AI SOC HUMANITY,"The course is divided into three parts. The first part centers on the foundational question of the field of AI Can machines think We will consider an operationalization of the questionthe Turing Testand a philosophical criticism thereofthe Chinese Room Argument. Along the way, we will encounter the principles governing digital computers and artificial neural networks. The next part is on the impacts of AI on society. We will investigate in what sense machine learning algorithms can be said to be unfair or discriminatory. We will discuss the black box problemthe problem that we often dont understand how the output of a machine learning model came about. Further topics include the risks posed by large language models, fake news, echo chambers, twitter aka X, and other threats to democracy.   The last part is on the potential impacts of AI on humanity. We will discuss whether humanity is at risk due to the singularityan anticipated explosion of artificial intelligence such that some AI systems surpass humanlevel intelligence. Does such a superintelligence pose an existential risk to humanity What is the probability that we are doomed in the wake of artificial superintelligence Can we change this probability by aligning AI with human values These are but some of the core questions we will tackle.",80,
76-335,20th and 21st Century American Fiction,9,9,9,True,False,20TH C LIT CUL STUDY,"This course will examine American fiction from 1900 to the present. It will cover the movement from modernism, through midcentury realism and postmodernism, to the contemporary. We will look at scholarly definitions of those modes, as well as some of the cultural context that has informed American literature. Some of the authors will include modernists like Stein and Faulkner midcentury writers and postmodernists like Ellison, McCarthy, and Pynchon and contemporary writers like Diaz, Lahiri, and Franzen.",76,(76-101 [] at least D) or (76-102 [] at least D) or ((76-106 [] at least D) and (76-107 [] at least D)) or ((76-107 [] at least D) and (76-108 [] at least D)) or ((76-106 [] at least D) and (76-108 [] at least D))
70-467,Machine Learning for Business Analytics,9,9,9,True,False,ML FOR BUS ANALYTICS,"This course introduces students to the machine learning tools and software that drive modern predictive analytics in business settings. Students will gain an understanding of a variety of popular machine learning algorithms including linear and logistic regression, random forests, and neural networks. Each algorithm will be introduced with realworld business applications, and students will learn to implement these algorithms on data. The course is taught in the programming language R prior programming experience is not required.This course may use thirdparty course material that is not available for individual purchase from the publisher.   If so, the thirdparty course material will be secured and provided by the Tepper School to students enrolled in the course, and students enrolled in the course will be required to pay to the University the associated additional course materials fee for the thirdparty course material provided.   The amount of the course materials fee is dependent on the Universitys cost of the particular materials provided, and typically ranges from 13 to 75.",70,((21-254 [] at least D) or (21-256 [] at least D) or (21-259 [] at least D)) and ((36-225 [] at least D) or (36-220 [] at least D) or (36-200 [] at least D) or (70-207 [] at least D))
82-305,French in its Social Contexts,9,9,9,True,False,FRENCH SOC CONTEXTS,"This course is designed to introduce students to how the French is used by its speakers to create meaning in a wide variety of contexts, which in terms are influenced by various variables e.g., the political and historical circumstances within which French has developed and continues to change, social and geographic variables. To explore these issues, we will create interactive multimedia experiences aimed at being deployed on an interactive video wall andor in augmented reality settings. If you have experience in French as well as design, film and photography, or computerscience, this is a course for you  Prerequisites 82303 and 82304 or permission of the instructor,",82,(82-304 [] at least D) and (82-303 [] at least D)
98-138,Student Taught Courses: Introduction to Ballroom Dancing,3,3,3,False,True,STUCO BLLRM  DANCE,"Ballroom dancing is a set of partner dances that are enjoyed worldwide both socially and competitively. The goal of this course is to introduce the basic concepts of ballroom dancing to students and to make them comfortable in taking part in social dances.  The dances that are taught in this course include American or International forms of foxtrot, waltz, tango, chacha, rumba, and swing. Depending on the learning pace of students, we may further cover salsa and jive. Students will learn three to four basic patterns in each of the dances, the timings for each of the patterns, as well as the unique characteristics for each dance. Furthermore, students will learn the central leading and following principles of ballroom dancing. No past experience in dancing is expected just the energy and spirit for dancing",98,
70-488,Marketing Digital Media,6,6,6,True,True,MARKTNG DIGITL MEDIA,"Formerly titled Interactive Marketing In this course we analyze how marketing practice changes when products are distributed and consumed in digital formats. This course focuses on several areas where digitization is likely to have the most profound affect on the field of marketing. These areas include promotion, competitive strategy, channel conflict, pricing, and identifying and differentiating customers. We will use both lectures, cases, and analysis of realworld datasets to analyze these issues.",70,(70-381 [] at least D)
76-270,Writing for the Professions,9,9,9,True,True,WRITNG FOR PROFSNS,"Writing in the Professions is a writing and communication design course for mainly sophomores and juniors although it can be relevant for some freshmen and seniors in all majors other than English. The course is appropriate for upperlevel students in all CMU colleges and assumes that they may not have had much collegelevel writing instruction beyond the first year. The basic idea of the course is to give experience in developing the design skills for writing and communicating as students transition from student to professional. The course will cover some foundational principles of designing multimodal writing and communication within a variety of tasks including resume and cover letter writing, proposal writing and writing instructions. Students will discern the difference between writing for general and specific audiences, and analysis of visual aids in various texts. The course requires that students work both independently and in groups. All sections of 76270 align with particular core objectives. However, some sections of 76270 are disciplinefocused and reserved for students from specific programs or colleges. Students should review the section title before attempting to register to discern which section is most appropriate for them. Dietrich College students can count any 76270 section toward their GenEd requirement Disciplinary PerspectivesDesign.",76,(76-101 [] at least D) or (76-102 [] at least D) or ((76-106 [] at least D) and (76-107 [] at least D)) or ((76-108 [] at least D) and (76-106 [] at least D)) or ((76-108 [] at least D) and (76-107 [] at least D))
98-211,Student Taught Courses (StuCo): Styles of Bollywood Dance,3,3,3,True,False,STUCO: BLYWOOD DANCE,"SPRING 2020 COURSE LOCATION CUC ACTIVITIES ROOM  CUC AR 237 This course welcomes all levels of dance The purpose of this course is to be an introduction to the world of Bollywood and Bollywood dance, teaching the fun origins and styles that can be found in the worldrenowned Bollywood movies from the 60s to today. After this class, students will know the background and culture behind Bollywood dance and be able to choreograph their own moves to almost any Bollywood song in a variety of fun styles.",98,
99-354,IDeATe: Essentials of Woodworking,1,1,1,True,False,WOODWORKING,"PLEASE NOTE The specific Friday meeting dates for the A2 section of this micro course are Fridays Oct 31, Nov 7, Nov 14, and Nov 21.  Civilization has advanced in parallel with woodworking as a craft. This course introduces techniques for safety, materials selection, cutting, joinery, and routing. Including an overview of the process of making useful and decorative objects from wood. Project and lab based instruction.",99,
21-242,Matrix Theory,11,11,11,True,False,MATRIX THEORY,"A component of the honors program, 21242 is a more demanding version of 21241 Matrix Algebra and Linear Transformations, of greater scope, with increased emphasis placed on rigorous proofs.    Topics to be covered  complex numbers, real and complex vectors and matrices, rowspace and columnspace of a matrix, rank and nullity, solving linear systems by row reduction of a matrix, inverse matrices and determinants, change of basis, linear transformations, inner product of vectors, orthonormal bases and the GramSchmidt process, eigenvectors and eigenvalues, diagonalization of a matrix, symmetric and orthogonal matrices, hermitian and unitary matrices, quadratic forms. Three 50 minute lectures, two 50 minute recitations",21,
79-248,U.S. Constitution & the Presidency,9,9,9,True,False,US CONST&PRESIDENCY,"This course explores the changing role and powers of the American Presidency under the Constitution, from the founding era through the twentieth century. After absorbing drafting and ratification debates, we will focus on how particular presidents Washington, Lincoln, FDR, Nixon established or expanded the executive power and how particular conflicts the Civil War, the Court Packing plan, Watergate restructured or restricted the presidency. Readings will include the U.S. Constitution of course, selections from The Federalist Papers, and short books including Daniel Farbers Lincolns Constitution and Cass Sunsteins Impeachment A Citizens Guide. Grades will be based on three short papers, a final paper, and daily preparedness and participation in group discussion. This course meets the Dietrich Gen Ed Contextual Thinking requirement.",79,
98-354,Student Taught Courses (StuCo): Qur'anic Stories,3,3,3,False,True,QUR'ANIC STORIES,"In this course, we will read and analyze the Quran, exploring both classical and modern literatures in the process. Specifically, we will focus on portions of the Quran that tells stories. We will analyze how the Quran recounts the stories, what the stories try to convey, and how they impact the worldview and lives of the Companions Muslims who lived in Mohammeds [PBUH time, as well as the generations of Muslims that follows.",98,
70-430,International Management,9,9,9,True,True,INTERNATNL MGMNT,"This course uses the case method to examine the strategic and operational issues in management practice and decisionmaking that are important in operating a business that spans national borders.  Topics include political and economic risk assessment, technology transfer, cultural analysis, negotiation, social responsibility, organization structure, supply chain management and trends in foreign direct investment and their impact on developing strategies for entering and becoming successful in international markets.",70,
76-362,Reading in Forms: Nonfiction,9,9,9,True,False,RDG IN FRMS: NF,"In this readingintensive course we will analyze and discuss different types of narrative structure, narrative suspense, voice, metaphor, and point of view that make for effective nonfiction writing. We will also examine the difference between good writers and good work, the functions of objective distance from and intimate investment in a subject, as well as the philosophical questions spurred by nonfiction writing. What is the nonfiction writers role, and how does it differ from that of the fiction writer Where do the two genres overlap What gives nonfiction writing integrity What does the term creative nonfiction mean How have the form and aims of nonfiction writing  from memoir to essays to longform journalism  evolved for better and for worse Well be reading a selection of essays from a variety of writers, as well as full works from a few writers considered masters of the form.",76,(76-101 [] at least D) or (76-102 [] at least D) or ((76-106 [] at least D) and (76-107 [] at least D)) or ((76-106 [] at least D) and (76-108 [] at least D)) or ((76-107 [] at least D) and (76-108 [] at least D))
09-218,Organic Chemistry II,9,9,9,True,True,ORGANIC CHEMISTRY II,"This course further develops many of the concepts introduced in Organic Chemistry I, 09217. Emphasis is placed on the utilization of reaction mechanisms for understanding the outcome of chemical transformations, and the employment of a wide variety of functional groups and reaction types in the synthesis of organic molecules. Also included in the course will be special topics selected from the following polymers and advanced materials, biomolecules such as carbohydrates, proteins and nucleic acids, and drug design. 3 hrs. lec., 1 hr. rec.",9,(09-219 [] at least D) or (09-217 [] at least D)
03-202,Undergraduate Colloquium for Sophomores,1,1,3,False,True,UNDGRAD COLLOQUM SOP,Missing Course Description  please contact the teaching department.,3,
82-217,Multilingualism and Multiculturalism in the Arab World,9,9,9,False,True,MLTLING MLTCLTR ARAB,"This course brings linguistic and cultural diversity in the Arab world to the forefront through exposing students to the key social issues in the study of multilingualism. To this end, the course will explore and analyze some of the deeply held language ideologies in Arab and international contexts. Topics to be covered in the course include but are not limited to multilingualism within and across languages e.g., multidialectal practices, codeswitching between languages, language variation and change, societal and individual multilingualism e.g. language and identity, multilingualism in institutional sites e.g. schools, the work place, language policy and planning, and language rights.  The course is taught in a seminar, discussionbased format and students will construct projects to explore course topics in a handson manner. The course is taught in English and students who wish to take the course as a Modern Languages major or minor elective will need to complete their final project on a topic relevant to the language they study.",82,
70-349,Color Reproduction & Management,9,9,9,True,False,COLOR REPRO MGMT,"Today, we are bombarded by color media in many forms. In the competitive advertising world, the accurate reproduction of color in various media is both a challenge and a necessity. This course examines topics related to the use of color and its reproduction in a variety of media, including photography, print, television, cinema, the Internet. Of prime importance are issues related to the successful specification, transfer, measurement, and application of color to maximize communication efficiency. Students will study the physical nature of light and properties of color, as will the perceptual and psychological aspects of color. The separation of color and the control parameters for optimum color realism will be examined. Modern methods for managing color files to achieve consistent color appearance through different media will be an important focus of the course.  The course contains a laboratory component consisting of a series of indepth exercises in Adobe PhotoShop giving students an opportunity to apply color correction and image manipulation techniques, and to become more adept at using this important software tool. Although this course is open to undergraduates of all class years, it is aimed at 3rd and 4th year students.",70,
98-303,Student Taught Courses (StuCo): Introduction to Freestyle Rap,3,3,3,True,False,STUCO: FREESTYLE RAP,"Are you a fan of hiphop who wants to learn how to create your own rhymes Are you a quickminded individual who enjoys a mental challenge Have you ever heard a track and thought man, I wanna drop bars all over this beat Then this is the class for you. Freestyle rap is a difficult but rewarding mental exercise that, when mastered, is guaranteed to sound dope. This class will start from the basics and work up to more and more complicated techniques. We promise that anyone who completes this class will be able to spit SwayintheMorninglevel bars, anytime, anywhere. All skill levels are welcome",98,
67-329,Contemporary Themes in Global Systems,9,9,9,True,True,CONTP THMS GLBL SYST,"Globalization and outsourcing of information systems IS is a mainstay of the business environment. The decision to outsource software services to providers in distant places has many risks and thus careful management of critical success factors is essential.  Likewise, products and services are being developed and delivered by teams of people in diverse locations working together. Management of these sourcing models and human capital relationships will be an increasingly important skill for students expecting to fully participate in the emerging IS marketplace of the 21st century.  This course introduces the effective fundamentals of global project management and the mechanics of sourcing arrangements including offshore outsourcing.  Students will also examine the effects of human diversity and crosscultural considerations in the creation, use and management of information systems.",67,
11-485,Introduction to Deep Learning,9,9,9,True,True,INTRO. DEEP LRNG.,"Neural networks have increasingly taken over various AI tasks, and currently produce the state of the art in many AI tasks ranging from computer vision and planning for selfdriving cars to playing computer games. Basic knowledge of NNs, known currently in the popular literature as deep learning, familiarity with various formalisms, and knowledge of tools, is now an essential requirement for any researcher or developer in most AI and NLP fields. This course is a broad introduction to the field of neural networks and their deep learning formalisms. The course traces some of the development of neural network theory and design through time, leading quickly to a discussion of various network formalisms, including simple feedforward, convolutional, recurrent, and probabilistic formalisms, the rationale behind their development, and challenges behind learning such networks and various proposed solutions. We subsequently cover various extensions and models that enable their application to various tasks such as computer vision, speech recognition, machine translation and playing games. Instruction Unlike prior editions of 11785, the instruction will primarily be through instructor lectures, and the occasional guest lecture. Evaluation Students will be evaluated based on weekly continuousevaluation tests, and their performance in assignments and a final course project. There will be six handson assignments, requiring both lowlevel coding and toolkitbased implementation of neural networks, covering basic MLP, convolutional and recurrent formalisms, as well as one or more advanced tasks, in addition to the final project.",11,(15-112 [] at least D) and (21-120 [] at least D) and (21-241 [] at least D)
80-208,Critical Thinking,9,9,9,True,True,CRITICAL THINKING,"This course is an introduction to practical reasoning. The course will contain an elementary introduction to concepts important for reasoning and decision making, such as validity, probability, and utilities. Students will extensively practice critically analyzing and evaluating a wide variety of arguments found in newspapers, magazines, and elementary accounts of scientific reasoning. In order to help students develop the skills to analyze and evaluate arguments, the course will introduce several software packages recently developed at CMU that help students diagram arguments and causal reasoning these packages have been shown to improve students critical reasoning skills. In addition, students will learn about a wide variety of statistical, logical, psychological, and causal fallacies that are used to mislead people.",80,
51-341,How Things are Made,9,9,9,True,False,HOW THINGS ARE MADE,"This course will provide a breadth of knowledge for current manufacturing, materials, and processes encountered in the industrial design field.  There will be an emphasis on actual productionmanufacture methods and not rapid prototyping methods. The class will consist of various lectures, media, electronic tools, and onsite visits to enable an understanding of how mass production affects design and design decisions.  Industrial Design Juniors  Seniors or permission of the instructor.",51,
76-374,Mediated Narrative,9,9,9,True,False,MEDIATED NARRATIVE,"Futuristic Explorations  Artificial IntelligenceThe Mediated Narrative Futuristic Explorations course aims to explore the ideaof the future, analyze its representations, and create a media project based onpotential areas of human progress and evolution. Students will have to recreateand represent their own visions of the future through a media project. Essential tothe research and development of the class are the concepts of humanity andempathy within sociotechnical transformations in the world. Ideas such asreality ahead of schedule high tech, low life neon and corporate dystopiascyberpunk posthumanism sustainability etc, will be analyzed and discussed.Concepts of civilization, the cityscape, the individual, the body and the mind willbe examined as we see technology and society evolve. During the 2025 springsemester we will be focusing on the impact and development of ArtificialIntelligence AI on individuals and society. The idea is to map traditional futuristicthemes and to find new ways to represent them based on the needs andcontradictions of our present reality. We are offering the opportunity to travel intothe future, build it, and represent it in creative and critical ways.",76,(76-101 [] at least D) or (76-102 [] at least D) or ((76-106 [] at least D) and (76-107 [] at least D)) or ((76-107 [] at least D) and (76-108 [] at least D)) or ((76-106 [] at least D) and (76-108 [] at least D))
82-344,U.S. Latine Cultures,9,9,9,True,False,U.S. LATINE CULTURE,"This course is part of the postintermediate, 300level program that forms the introduction to the major or minor in Hispanic Studies. Students may begin with any one of the three courses at this level or they may be taken concurrently.  This course provides an introduction to and analysis of the cultures and histories of U.S. Latinos.  The course will trace the historical trajectories of these groups, both those dating back centuries, such as MexicanAmericans and certain Caribbean populations, and those with more recent, quickly growing populations, such as Salvadoran and Honduran immigrants, in an effort to understand how their identities are forged and transformed over time, considering both internal and external perspectives.  Our exploration of U.S. Latino history and cultures will compare and contrast the experiences of people from the abovedescribed categories and analyze the dynamic tension amongst them, with other minority groups, and with the mainstream US society. We will examine a wide variety of materials, including texts, film, art, music etc. in order to gain a better understanding of Latino populations in the United States. Ultimately, we seek to question and to understand the complexities of Latinidad in the 21st century U.S. The course will be taught in Spanish.",82,(82-244 [] at least D) or (82-242 [] at least D)
79-120,Introduction to African American History: Black Americans and the World,9,9,9,True,False,INTR AFRICN AMER HIS,"Exploring the history of Black Americans requires a global perspective. Beginning with early modern African civilizations, the transatlantic slave trade, the global age of revolutions, the implementation of transnational regimes of racial segregation, to the growth of transnational movements for civil and human rights, this course surveys the history of Black Americans from a global perspective. It analyzes how Black Americans conceived of their social position in relation to others in the world. It also explores how perspectives from across the world made sense of Black Americans. This course will follow Africandescended people as they theorized, moved, migrated, and traveled throughout the world. From this perspective, students will learn about the diasporic dimensions of Black American identity. Students will also trace the historical circulation of Africandescended people, knowledge, culture, and technologies. Students will analyze the important themes of freedom, movement, and migration from a global perspective. Through this course, students will learn that Black American historical actors have and continue to understand their position not only within the domestic social and political spheres of the United States but also in the global order of states and societies. From their marginalized social position, Black Americans, therefore, have articulated alternative frameworks for understanding the United States, the West, and the world. This is an introductory survey course.  This course fulfills Dietrich Colleges Intercultural and Global Inquiry general education requirement.",79,
03-351,Computation and Biology Integrated Research Lab,9,9,9,True,False,COMP BIO LAB,Modern biological research is heavily interdisciplinary in nature requiring the use of a diverse set of experimental techniques and computational analysis.  This course provides students with a modern research experience while training them to communicate and collaborate in an interdisciplinary setting to better prepare them to join the workforce as members of interdisciplinary teams.  This will be accomplished by focusing efforts on a real research problem requiring sophisticated experimentation and computation for success.  Class time will include both laboratory research time wet lab and computational and activities designed to teach and practice communication methods for interdisciplinary teams.  Students are expected to have a strong background in biology or computation and an interest in both.,3,(03-117 [] at least D) or (15-112 [] at least D) or (03-343 [] at least D) or (03-124 [] at least D)
98-179,Student Taught Courses (StuCo): Introduction to Japanese Mahjong,3,3,3,True,False,STUCO: INTRO MAHJONG,"Japanese Mahjong, also known as Riichi Mahjong, is a variation of Mahjong that had attracted worldwide popularity. Compared to most other variants, Japanese Mahjong emphasizes strategies and intellect over luck, making it very suitable as a competitive sport. This course introduces students to the rules and manners of Japanese Mahjong, as well as advanced strategies that would let you play like a pro. We will also set up a tournament toward the end of the semester, and the winner may get a prize No prior knowledge of Mahjong is required, but experienced players may also learn something new and get a chance to play competitively. We will provide Mahjong sets to play facetoface.",98,
82-201,Intermediate French I,9,9,9,True,True,INTERMED FRENCH I,"At the intermediate level, students will continue to improve listening, speaking, reading and writing skills with the goal of becoming more proficient in daily and extended communication needs. In addition to an ongoing review of basic grammar, a greater variety of grammar, expressions and complicated sentence structures will be taught so that students can carry on more sophisticated conversations on various topics. Inclass activities and homework using authentic texts related to the broad spectrum of French and francophone cultures will be used to integrate language learning with content and culture. Regular homework, quizzes, tests, presentations, essays, and class participation are mandatory. A student with prior experience in French must take the placement exam.",82,(82-104 [] at least D) or (82-102 [] at least D)
76-231,"Rhetoric, Language, & Culture",9,9,9,True,False,"RHET, LANG, & CULT","Topics vary by semester. Spring 2023 Where are you really from Asian American Racism, Activism, and Identity. See Course URL for full descripition.",76,
99-250,Seminar for Peer Mentors,1,1,1,True,True,SEMINAR PEER MENTOR,"This course provides onthejob training to students recently hired into Learning Support peer mentoring positions at the Student Academic Success Center. In this course, students will receive training and practice with the various skills required for their positions e.g., active listening, creating sessions plans and reports, etc.. They will gain awareness of various campus units and resources e.g., CaPS, Office of Disability Resources and identify when and how to direct students to these resources. Additionally, students will explore the diversity of learners that they may encounter in their peer mentor positions, and they will practice inclusive mentoring strategies that help these students develop as selfdirected learners. Students will have a chance to reflect on their own learning experiences and consider how their experiences might compare to those of other students. This seminarstyle course will feature various instructional strategies, including guest speakers, small and fullgroup discussion, case studies, and a variety of other active learning strategies. Students will complete an array of assignments, including positionspecific documents, reflections, and peer observationshadowing.",99,
84-380,US Grand Strategy,9,9,9,True,False,US GRAND STRATEGY,"This class examines different philosophies of US strategy toward other countries and how US strategies impact people in other times and places. By doing so, students are both exposed to different ideas about US foreign policy than they may have otherwise, along with how those ideas interact with diverse populations both inside the United States and around the world. In some instances, those strategic ideas work well in some places but not in others because of particular ethnic, historical, religious, or other background issues in that place. The class presents a series of four main proposed US grand strategies, many of which students will not have encountered before, depending on their background. We then cover how each of those grand strategies is promoted by different groups in the United States, how it interacts with the world, and how it is received by people in diverse sets of other countries. This encourages students to examine their preexisting assumptions about what US strategy should be, both by looking at it through the lens of different American groups and different regions of the world.",84,
98-315,Student Taught Courses (StuCo): Masculinity in the Wild,3,3,3,True,False,STUCO: MASC IN WILD,"Navigating the world today as a man seems to be more difficult than it used to. Should men cry Should they be tough and strong Does a man need to always hold the door open for a woman Theres a lot to talk about when it comes to being a man in America in 2017, and this course is the place to do it. Although this course is about masculinity, it is open to people of all genders. We will answer various questions about manhood from what is masculinity to where do masculinity and feminism intersect and how does my manhood intersect with other parts of my identity There is no expectation for students to have any prior knowledge or background about masculinity. This course will prove to you that being a man is about more than knowing how to change a tire.",98,
03-428,Genome Editing,6,6,6,True,True,GENOME EDIT BIOTECH,"How can we create genetically engineered cells, animals, plants, and even humans  This course will focus on the technologies that enable genome modification, with an emphasis on the recently developed CRISPRCas9 system.  Specific topics will include an introduction to CRISPR technology and its history DNA double strand break repair Off target effects Gene regulator CRISPRs Alternate technologies Ethics of modifying our genomes Applications  cell screening Applications  organism engineering Applications  antiHIV and immunotherapy Overview of Gene therapy.",3,(03-121 [] at least D) or (03-709 [] at least D) or (03-151 [] at least D)
73-497,Senior Project,12,12,12,True,False,SENIOR PROJECT,"A fourthyear project course, open only to Economics primary and additional majors with Senior standing.  The senior project is a capstone course in economics. The purpose of the course is to showcase the analytical and quantitative skills that you have acquired as an undergraduate at Carnegie Mellon. The course project should reflect some independent applied research that is genuinely your own work. Thus a book report or a literature review are not sufficient exercises to satisfy this requirement. The following research approaches are acceptable for the research project an empirical study based on a data set that you put together, an experimental study based on an experiment that you conducted, an analysis of survey data based on a survey that you conducted, a theoretical analysis based on a model that you have developed, based on your own algorithm.   Students who write an honor thesis are exempted from this class.  Lecture, 3 hours.",73,((21-256 [] at least D) or (21-259 [] at least D) or (21-268 [] at least D) or (21-269 [] at least D) or (21-254 [] at least D)) and ((36-303 [] at least D) or (36-226 [] at least D) or (73-274 [] at least D) or (73-374 [] at least D) or (73-407 [] at least D) or (73-265 [] at least D)) and (73-230 [] at least D) and (73-240 [] at least D)
82-313,"Topics in Modern Arabic Language,Literature & Culture: Cinema in the Arab World",9,9,9,False,True,CINEMA IN ARAB WORLD,"Through an exploration of contemporary Arab cinema, this course will introducestudents to issues in modern Arab societies that represent the diversity of theregion as well as shared aspirations and challenges. We will explore how Arabfilmmakers represent social, political, and economic changes and realities. We willanalyze select movies, including their cultural and historical background, as wellas relevant written and audiovisual materials from different media sources andliterary texts as appropriate. Some topics include nationalism and nationalidentitys, womens issues, diversity in the region, religious and political strife,social and economic challenges, and the recent revolts. This course also aims toadvance students competence in the Arabic language while considering thechanging sociolinguistic and sociocultural landscape in the Arab world. In ourwork with course materials, we will employ linguistic and paralinguistic analysesof the movies as a means to explore modern Arab thought and cultures.",82,
70-471,Supply Chain Management,9,9,9,True,True,SUPPLY CHAIN MGMT,"This course will discuss basic issues in supply chain management to answer how a company should design its supply chain and how a company should administer its operations policy to satisfy the companys business strategy. We will also examine how firms interact with other entities within the supply chain, and how one can turn the systemnetwork of entities across the supply chain to its own advantage by capturing economic surplus effectively. Special attention will be paid to analyzing the strengths and weaknesses of supply chains from a strategic, qualitative level. At the same time, we will also learn how to make effective tradeoffs in operational decisions from a tactical, quantitative level. This course may use thirdparty course material that is not available for individual purchase from the publisher. If so, the thirdparty course material will be secured and provided by the Tepper School to students enrolled in the course, and students enrolled in the course will be required to pay to the University the associated additional course materials fee for the thirdparty course material provided. The amount of the course materials fee is dependent on the Universitys cost of the particular materials provided, and typically ranges from 13 to 75.",70,70-371 [] at least D
76-323,Text to Screen,9,9,9,True,False,TEXT TO SCREEN,"This course is an introduction to the fundamentals of narrative filmmaking and the attendant creative processes.  Students will explore the symbiosis between film literature, visual storytelling, team building and the practical planning essentials universal to making film.",76,76-269 [] at least D
76-289,Billingual & Bicultural Experiences in the US,9,9,9,True,False,BILNGL BICLTR EXP,"What does it mean to be bilingual in the USA, when approximately 80 of Americans are monolingual Englishspeakers In this course, we will learn about the nature and experience of bilingualism and biculturalism past and present and how it shapes different perspectives and worldviewswithin an individual, between individuals, and on a larger societal, cultural level. The course highlights the experiences of groups such as immigrants, racialethnic minorities, indigenous communities, and users of signed languages to foreground experiences that may be similar to or different from those of the students. We use a variety of resources e.g., social media, film and documentaries, historical documents, literature, music, art to accomplish this, and students are encouraged to be creative in the ways they design their own handson projects. This discussionbased course is taught in English and is open to all students, whether they identify as bilingualbicultural, or are simply interested in the course topic.",76,
03-490,Advanced topics in Immunology,6,6,6,False,True,ADV TOP IMMUNOLOGY,"Course topics include antibody engineering, cytokine therapies, Tcell based therapies, vaccine development",3,
98-342,Student Taught Courses (StuCo): Mysteries of the World,3,3,3,False,True,STUCO:MYST OF WORLD,"With every story comes mysterious facts that remain hidden or overlooked. Countless myths. and mysteries surround us in the shape of tall tales, like Bigfoot, or mysterious happenings, such as the Bermuda Triangle, that till this day remain unsolved.  How do we as individuals perceive these happenings and what do we make of it What do we believe to be as true or",98,
84-292,"Geopolitical Challenges of a Changing Middle East II: Politics, Security, & Law",3,3,3,False,True,GEOPL MIDEAST II SEC,"This is one of three course proposals under the umbrella of Geopolitical Challenges of a Changing Middle East.  This course examines the security dimensions of the contemporary Middle East. The region has undergone a significant transformation over the past decade alone, with new configurations of power and a realignment of geopolitical interests, alliances, and rivalries taking shape. The course is broken down into three primary sections. The first part examines the shifting geopolitics in the region in order to provide a broad overview of the primary areas affecting various Middle Eastern countries foreign and security policies. This section looks at two of the defining issues of the region, including terrorism and counterterrorism, as well as the impact of natural resources and energy security.  The second part of the course analyzes major events in the Middle East, including the Syrian civil war, the Arab Spring, and the rivalry between Saudi Arabia and Iran, and the security implications of each of these themes. Finally, the third section concludes with an examination of the illegal blockade against Qatar, the IsraeliPalestinian conflict, and a review of sectarianism throughout the region, assessing the significance of each of these topics and measured against other topics explored earlier in the semester. The Middle East is a region in constant flux. Only by questioning our assumptions and pursuing new lines of inquiry can students truly begin to grasp the intricacies and nuances of geopolitics in the Middle East and Persian Gulf.",84,
