course_code,requirement
88-223,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---Additional Disciplines (Business/Design/Engineering)
88-235,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---Additional Disciplines (Business/Design/Engineering)
D9-001,Qatar Information Systems - General Education - 2024+---General Education---Disciplinary Perspectives---Additional Disciplines (Business/Design/Engineering)---D9-001
66-122,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Grand Challenge Seminar
66-132,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Grand Challenge Seminar
66-134,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Grand Challenge Seminar
66-138,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Grand Challenge Seminar
66-146,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Grand Challenge Seminar
66-147,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Grand Challenge Seminar
66-151,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Grand Challenge Seminar
66-181,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Grand Challenge Seminar
66-182,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Grand Challenge Seminar
36-301,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
66-236,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
76-219,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
76-327,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
76-442,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
79-210,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
79-215,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
79-237,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
79-270,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
79-276,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
79-313,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
79-321,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
79-349,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
79-360,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
79-378,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
79-380,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
79-432,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
80-234,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
80-245,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
80-324,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
80-334,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
80-335,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
80-348,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
82-184,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
82-224,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
82-260,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
82-289,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
82-299,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
82-399,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
84-309,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
84-322,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
84-352,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
84-367,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
85-350,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
88-221,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
88-285,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
99-262,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
99-265,Qatar Information Systems - General Education - 2024+---General Education---Special Seminars---Perspectives on Justice and Injustice
15-122,BS in Computer Science---Computer Science
15-150,BS in Computer Science---Computer Science
15-210,BS in Computer Science---Computer Science
15-213,BS in Computer Science---Computer Science---Introduction to Computer Systems
18-213,BS in Computer Science---Computer Science---Introduction to Computer Systems
15-251,BS in Computer Science---Computer Science
15-451,BS in Computer Science---Computer Science
10-315,BS in Computer Science---Computer Science---Artificial Intelligence Elective
10-701,BS in Computer Science---Computer Science---Artificial Intelligence Elective
11-411,BS in Computer Science---Computer Science---Artificial Intelligence Elective
11-485,BS in Computer Science---Computer Science---Artificial Intelligence Elective
15-281,BS in Computer Science---Computer Science---Artificial Intelligence Elective
15-382,BS in Computer Science---Computer Science---Artificial Intelligence Elective
15-386,BS in Computer Science---Computer Science---Artificial Intelligence Elective
16-384,BS in Computer Science---Computer Science---Artificial Intelligence Elective
16-385,BS in Computer Science---Computer Science---Artificial Intelligence Elective
02-251,BS in Computer Science---Computer Science---Domains Elective
05-391,BS in Computer Science---Computer Science---Domains Elective
11-324,BS in Computer Science---Computer Science---Domains Elective
15-322,BS in Computer Science---Computer Science---Domains Elective
15-330,BS in Computer Science---Computer Science---Domains Elective
15-362,BS in Computer Science---Computer Science---Domains Elective
15-455,BS in Computer Science---Computer Science---Domains Elective
15-462,BS in Computer Science---Computer Science---Domains Elective
17-313,BS in Computer Science---Computer Science---Domains Elective
15-311,BS in Computer Science---Computer Science---Logics & Languages Elective
15-312,BS in Computer Science---Computer Science---Logics & Languages Elective
15-314,BS in Computer Science---Computer Science---Logics & Languages Elective
15-316,BS in Computer Science---Computer Science---Logics & Languages Elective
15-317,BS in Computer Science---Computer Science---Logics & Languages Elective
15-414,BS in Computer Science---Computer Science---Logics & Languages Elective
15-424,BS in Computer Science---Computer Science---Logics & Languages Elective
17-355,BS in Computer Science---Computer Science---Logics & Languages Elective
80-413,BS in Computer Science---Computer Science---Logics & Languages Elective
17-363,BS in Computer Science---Computer Science---Logics & Languages Elective
15-410,BS in Computer Science---Computer Science---Software Systems Elective
15-411,BS in Computer Science---Computer Science---Software Systems Elective
15-418,BS in Computer Science---Computer Science---Software Systems Elective
15-440,BS in Computer Science---Computer Science---Software Systems Elective
15-441,BS in Computer Science---Computer Science---Software Systems Elective
15-445,BS in Computer Science---Computer Science---Software Systems Elective
21-120,BS in Computer Science---Mathematics and Probability---Calculus
21-122,BS in Computer Science---Mathematics and Probability---Calculus
21-259,BS in Computer Science---Mathematics and Probability---Calculus---3D Calculus
21-266,BS in Computer Science---Mathematics and Probability---Calculus---3D Calculus
21-268,BS in Computer Science---Mathematics and Probability---Calculus---3D Calculus
21-269,BS in Computer Science---Mathematics and Probability---Calculus---3D Calculus
15-151,BS in Computer Science---Mathematics and Probability---Mathematical Foundations for CS
21-127,BS in Computer Science---Mathematics and Probability---Mathematical Foundations for CS
21-128,BS in Computer Science---Mathematics and Probability---Mathematical Foundations for CS
21-241,BS in Computer Science---Mathematics and Probability---Matrix/Linear Algebra
21-242,BS in Computer Science---Mathematics and Probability---Matrix/Linear Algebra
15-259,BS in Computer Science---Mathematics and Probability---Probability
21-325,BS in Computer Science---Mathematics and Probability---Probability
36-218,BS in Computer Science---Mathematics and Probability---Probability
36-225,BS in Computer Science---Mathematics and Probability---Probability---Probability and Statistics 36-22x sequence
36-226,BS in Computer Science---Mathematics and Probability---Probability---Probability and Statistics 36-22x sequence
36-235,BS in Computer Science---Mathematics and Probability---Probability---Probability and Statistics 36-23x sequence
36-236,BS in Computer Science---Mathematics and Probability---Probability---Probability and Statistics 36-23x sequence
07-300,BS in Computer Science---Technical Communication
17-200,BS in Computer Science---Technical Communication
76-270,BS in Computer Science---Technical Communication
07-129,BS in Computer Science---First-year Immigration Course
99-101,BS in Computer Science---Computing @ Carnegie Mellon
76-101,Qatar CS - General Education---First Year Writing
76-102,Qatar CS - General Education---First Year Writing
76-106,Qatar CS - General Education---First Year Writing---2 Writing Minis
76-107,Qatar CS - General Education---First Year Writing---2 Writing Minis
76-108,Qatar CS - General Education---First Year Writing---2 Writing Minis
70-311,"Qatar CS - General Education---Category 1: Cognition---Cognition, Choice, and Behavior (CS, CB, & HCI)"
70-318,"Qatar CS - General Education---Category 1: Cognition---Cognition, Choice, and Behavior (CS, CB, & HCI)"
70-385,"Qatar CS - General Education---Category 1: Cognition---Cognition, Choice, and Behavior (CS, CB, & HCI)"
80-101,"Qatar CS - General Education---Category 1: Cognition---Cognition, Choice, and Behavior (CS, CB, & HCI)"
80-130,"Qatar CS - General Education---Category 1: Cognition---Cognition, Choice, and Behavior (CS, CB, & HCI)"
80-150,"Qatar CS - General Education---Category 1: Cognition---Cognition, Choice, and Behavior (CS, CB, & HCI)"
80-180,"Qatar CS - General Education---Category 1: Cognition---Cognition, Choice, and Behavior (CS, CB, & HCI)"
80-221,"Qatar CS - General Education---Category 1: Cognition---Cognition, Choice, and Behavior (CS, CB, & HCI)"
80-252,"Qatar CS - General Education---Category 1: Cognition---Cognition, Choice, and Behavior (CS, CB, & HCI)"
80-270,"Qatar CS - General Education---Category 1: Cognition---Cognition, Choice, and Behavior (CS, CB, & HCI)"
80-271,"Qatar CS - General Education---Category 1: Cognition---Cognition, Choice, and Behavior (CS, CB, & HCI)"
80-275,"Qatar CS - General Education---Category 1: Cognition---Cognition, Choice, and Behavior (CS, CB, & HCI)"
80-330,"Qatar CS - General Education---Category 1: Cognition---Cognition, Choice, and Behavior (CS, CB, & HCI)"
85-102,"Qatar CS - General Education---Category 1: Cognition---Cognition, Choice, and Behavior (CS, CB, & HCI)"
85-104,"Qatar CS - General Education---Category 1: Cognition---Cognition, Choice, and Behavior (CS, CB, & HCI)"
85-106,"Qatar CS - General Education---Category 1: Cognition---Cognition, Choice, and Behavior (CS, CB, & HCI)"
85-107,"Qatar CS - General Education---Category 1: Cognition---Cognition, Choice, and Behavior (CS, CB, & HCI)"
85-211,"Qatar CS - General Education---Category 1: Cognition---Cognition, Choice, and Behavior (CS, CB, & HCI)"
85-213,"Qatar CS - General Education---Category 1: Cognition---Cognition, Choice, and Behavior (CS, CB, & HCI)"
85-221,"Qatar CS - General Education---Category 1: Cognition---Cognition, Choice, and Behavior (CS, CB, & HCI)"
85-241,"Qatar CS - General Education---Category 1: Cognition---Cognition, Choice, and Behavior (CS, CB, & HCI)"
85-251,"Qatar CS - General Education---Category 1: Cognition---Cognition, Choice, and Behavior (CS, CB, & HCI)"
85-261,"Qatar CS - General Education---Category 1: Cognition---Cognition, Choice, and Behavior (CS, CB, & HCI)"
85-370,"Qatar CS - General Education---Category 1: Cognition---Cognition, Choice, and Behavior (CS, CB, & HCI)"
85-408,"Qatar CS - General Education---Category 1: Cognition---Cognition, Choice, and Behavior (CS, CB, & HCI)"
85-414,"Qatar CS - General Education---Category 1: Cognition---Cognition, Choice, and Behavior (CS, CB, & HCI)"
85-421,"Qatar CS - General Education---Category 1: Cognition---Cognition, Choice, and Behavior (CS, CB, & HCI)"
88-120,"Qatar CS - General Education---Category 1: Cognition---Cognition, Choice, and Behavior (CS, CB, & HCI)"
88-230,"Qatar CS - General Education---Category 1: Cognition---Cognition, Choice, and Behavior (CS, CB, & HCI)"
88-231,"Qatar CS - General Education---Category 1: Cognition---Cognition, Choice, and Behavior (CS, CB, & HCI)"
85-211,Qatar CS - General Education---Category 1: Cognition---Cognitive Studies (AI)
85-213,Qatar CS - General Education---Category 1: Cognition---Cognitive Studies (AI)
85-370,Qatar CS - General Education---Category 1: Cognition---Cognitive Studies (AI)
85-408,Qatar CS - General Education---Category 1: Cognition---Cognitive Studies (AI)
85-421,Qatar CS - General Education---Category 1: Cognition---Cognitive Studies (AI)
19-101,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
36-303,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
66-221,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
70-332,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
73-102,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
73-103,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
73-104,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
73-369,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
76-425,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
79-101,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
79-155,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
79-177,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
79-189,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
79-212,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
79-237,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
79-244,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
79-253,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
79-255,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
79-275,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
79-279,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
79-300,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
79-304,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
79-310,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
79-315,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
79-320,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
79-321,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
79-330,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
79-331,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
79-343,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
79-370,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
79-380,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
79-383,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
79-391,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
79-392,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
80-135,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
80-136,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
80-244,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
80-245,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
80-324,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
80-334,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
80-335,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
80-348,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
82-208,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
84-104,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
84-110,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
84-275,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
84-306,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
84-309,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
84-310,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
84-322,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
84-324,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
84-325,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
84-352,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
84-362,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
84-365,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
84-380,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
84-386,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
84-387,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
84-389,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
84-390,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
84-393,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
84-402,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
84-405,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
88-234,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
88-255,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
88-281,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
88-284,"Qatar CS - General Education---Category 2: Economic, Political, and Social Institutions"
48-240,Qatar CS - General Education---Category 3: Cultural Analysis
48-241,Qatar CS - General Education---Category 3: Cultural Analysis
57-173,Qatar CS - General Education---Category 3: Cultural Analysis
60-105,Qatar CS - General Education---Category 3: Cultural Analysis
60-106,Qatar CS - General Education---Category 3: Cultural Analysis
62-371,Qatar CS - General Education---Category 3: Cultural Analysis
70-342,Qatar CS - General Education---Category 3: Cultural Analysis
70-348,Qatar CS - General Education---Category 3: Cultural Analysis
76-221,Qatar CS - General Education---Category 3: Cultural Analysis
76-230,Qatar CS - General Education---Category 3: Cultural Analysis
76-232,Qatar CS - General Education---Category 3: Cultural Analysis
76-239,Qatar CS - General Education---Category 3: Cultural Analysis
76-241,Qatar CS - General Education---Category 3: Cultural Analysis
76-243,Qatar CS - General Education---Category 3: Cultural Analysis
76-339,Qatar CS - General Education---Category 3: Cultural Analysis
76-386,Qatar CS - General Education---Category 3: Cultural Analysis
79-104,Qatar CS - General Education---Category 3: Cultural Analysis
79-145,Qatar CS - General Education---Category 3: Cultural Analysis
79-201,Qatar CS - General Education---Category 3: Cultural Analysis
79-202,Qatar CS - General Education---Category 3: Cultural Analysis
79-211,Qatar CS - General Education---Category 3: Cultural Analysis
79-223,Qatar CS - General Education---Category 3: Cultural Analysis
79-226,Qatar CS - General Education---Category 3: Cultural Analysis
79-229,Qatar CS - General Education---Category 3: Cultural Analysis
79-230,Qatar CS - General Education---Category 3: Cultural Analysis
79-234,Qatar CS - General Education---Category 3: Cultural Analysis
79-240,Qatar CS - General Education---Category 3: Cultural Analysis
79-241,Qatar CS - General Education---Category 3: Cultural Analysis
79-242,Qatar CS - General Education---Category 3: Cultural Analysis
79-245,Qatar CS - General Education---Category 3: Cultural Analysis
79-248,Qatar CS - General Education---Category 3: Cultural Analysis
79-261,Qatar CS - General Education---Category 3: Cultural Analysis
79-262,Qatar CS - General Education---Category 3: Cultural Analysis
79-265,Qatar CS - General Education---Category 3: Cultural Analysis
79-281,Qatar CS - General Education---Category 3: Cultural Analysis
79-282,Qatar CS - General Education---Category 3: Cultural Analysis
79-286,Qatar CS - General Education---Category 3: Cultural Analysis
79-288,Qatar CS - General Education---Category 3: Cultural Analysis
79-293,Qatar CS - General Education---Category 3: Cultural Analysis
79-316,Qatar CS - General Education---Category 3: Cultural Analysis
79-329,Qatar CS - General Education---Category 3: Cultural Analysis
79-345,Qatar CS - General Education---Category 3: Cultural Analysis
79-350,Qatar CS - General Education---Category 3: Cultural Analysis
79-378,Qatar CS - General Education---Category 3: Cultural Analysis
79-386,Qatar CS - General Education---Category 3: Cultural Analysis
79-393,Qatar CS - General Education---Category 3: Cultural Analysis
79-395,Qatar CS - General Education---Category 3: Cultural Analysis
79-396,Qatar CS - General Education---Category 3: Cultural Analysis
79-465,Qatar CS - General Education---Category 3: Cultural Analysis
80-100,Qatar CS - General Education---Category 3: Cultural Analysis
80-250,Qatar CS - General Education---Category 3: Cultural Analysis
80-251,Qatar CS - General Education---Category 3: Cultural Analysis
80-253,Qatar CS - General Education---Category 3: Cultural Analysis
80-254,Qatar CS - General Education---Category 3: Cultural Analysis
80-255,Qatar CS - General Education---Category 3: Cultural Analysis
80-261,Qatar CS - General Education---Category 3: Cultural Analysis
80-276,Qatar CS - General Education---Category 3: Cultural Analysis
82-119,Qatar CS - General Education---Category 3: Cultural Analysis
82-267,Qatar CS - General Education---Category 3: Cultural Analysis
82-273,Qatar CS - General Education---Category 3: Cultural Analysis
82-279,Qatar CS - General Education---Category 3: Cultural Analysis
82-280,Qatar CS - General Education---Category 3: Cultural Analysis
82-282,Qatar CS - General Education---Category 3: Cultural Analysis
82-283,Qatar CS - General Education---Category 3: Cultural Analysis
82-286,Qatar CS - General Education---Category 3: Cultural Analysis
82-293,Qatar CS - General Education---Category 3: Cultural Analysis
82-294,Qatar CS - General Education---Category 3: Cultural Analysis
82-303,Qatar CS - General Education---Category 3: Cultural Analysis
82-304,Qatar CS - General Education---Category 3: Cultural Analysis
82-313,Qatar CS - General Education---Category 3: Cultural Analysis
82-314,Qatar CS - General Education---Category 3: Cultural Analysis
82-327,Qatar CS - General Education---Category 3: Cultural Analysis
82-331,Qatar CS - General Education---Category 3: Cultural Analysis
82-333,Qatar CS - General Education---Category 3: Cultural Analysis
82-342,Qatar CS - General Education---Category 3: Cultural Analysis
82-343,Qatar CS - General Education---Category 3: Cultural Analysis
82-344,Qatar CS - General Education---Category 3: Cultural Analysis
82-345,Qatar CS - General Education---Category 3: Cultural Analysis
82-436,Qatar CS - General Education---Category 3: Cultural Analysis
02-223,"Qatar CS - General Education---Science and Engineering---Science and Engineering (CS, AI, & HCI)---Same Department---Option 2---Paired with Biology"
02-261,"Qatar CS - General Education---Science and Engineering---Science and Engineering (CS, AI, & HCI)---Same Department---Option 2---Paired with Biology"
02-262,"Qatar CS - General Education---Science and Engineering---Science and Engineering (CS, AI, & HCI)---Same Department---Option 2---Paired with Biology"
85-219,"Qatar CS - General Education---Science and Engineering---Science and Engineering (CS, AI, & HCI)---Same Department---Option 2---Paired with Biology"
02-261,"Qatar CS - General Education---Science and Engineering---Science and Engineering (CS, AI, & HCI)---Lab Requirement"
02-262,"Qatar CS - General Education---Science and Engineering---Science and Engineering (CS, AI, & HCI)---Lab Requirement"
03-124,"Qatar CS - General Education---Science and Engineering---Science and Engineering (CS, AI, & HCI)---Lab Requirement"
03-151,"Qatar CS - General Education---Science and Engineering---Science and Engineering (CS, AI, & HCI)---Lab Requirement"
03-206,"Qatar CS - General Education---Science and Engineering---Science and Engineering (CS, AI, & HCI)---Lab Requirement"
03-351,"Qatar CS - General Education---Science and Engineering---Science and Engineering (CS, AI, & HCI)---Lab Requirement"
09-101,"Qatar CS - General Education---Science and Engineering---Science and Engineering (CS, AI, & HCI)---Lab Requirement"
09-221,"Qatar CS - General Education---Science and Engineering---Science and Engineering (CS, AI, & HCI)---Lab Requirement"
27-100,"Qatar CS - General Education---Science and Engineering---Science and Engineering (CS, AI, & HCI)---Lab Requirement"
33-104,"Qatar CS - General Education---Science and Engineering---Science and Engineering (CS, AI, & HCI)---Lab Requirement"
33-228,"Qatar CS - General Education---Science and Engineering---Science and Engineering (CS, AI, & HCI)---Lab Requirement"
42-203,"Qatar CS - General Education---Science and Engineering---Science and Engineering (CS, AI, & HCI)---Lab Requirement"
85-310,"Qatar CS - General Education---Science and Engineering---Science and Engineering (CS, AI, & HCI)---Lab Requirement"
33-121,"Qatar CS - General Education---Science and Engineering---Science and Engineering (CB)---Science/Engineering, Any Department (4 courses)---Physics"
33-141,"Qatar CS - General Education---Science and Engineering---Science and Engineering (CB)---Science/Engineering, Any Department (4 courses)---Physics"
09-105,"Qatar CS - General Education---Science and Engineering---Science and Engineering (CB)---Science/Engineering, Any Department (4 courses)---Chemistry"
09-107,"Qatar CS - General Education---Science and Engineering---Science and Engineering (CB)---Science/Engineering, Any Department (4 courses)---Chemistry"
03-121,"Qatar CS - General Education---Science and Engineering---Science and Engineering (CB)---Science/Engineering, Any Department (4 courses)---Modern Biology"
03-151,"Qatar CS - General Education---Science and Engineering---Science and Engineering (CB)---Science/Engineering, Any Department (4 courses)---Modern Biology"
02-261,"Qatar CS - General Education---Science and Engineering---Science and Engineering (CB)---Science/Engineering, Any Department (4 courses)---Molecular Biology"
03-343,"Qatar CS - General Education---Science and Engineering---Science and Engineering (CB)---Science/Engineering, Any Department (4 courses)---Molecular Biology"
03-121,"Qatar CS - General Education---Science and Engineering---Science and Engineering (CB)---Science/Engineering, Same Department (2 courses)---Modern Biology"
03-151,"Qatar CS - General Education---Science and Engineering---Science and Engineering (CB)---Science/Engineering, Same Department (2 courses)---Modern Biology"
02-261,"Qatar CS - General Education---Science and Engineering---Science and Engineering (CB)---Science/Engineering, Same Department (2 courses)---Molecular Biology"
02-262,"Qatar CS - General Education---Science and Engineering---Science and Engineering (CB)---Science/Engineering, Same Department (2 courses)---Molecular Biology"
03-343,"Qatar CS - General Education---Science and Engineering---Science and Engineering (CB)---Science/Engineering, Same Department (2 courses)---Molecular Biology"
02-261,Qatar CS - General Education---Science and Engineering---Science and Engineering (CB)---Lab Requirement
02-262,Qatar CS - General Education---Science and Engineering---Science and Engineering (CB)---Lab Requirement
03-343,Qatar CS - General Education---Science and Engineering---Science and Engineering (CB)---Lab Requirement
21-112,BS in Business Administration---Business Foundations---Mathematics---Calculus
21-120,BS in Business Administration---Business Foundations---Mathematics---Calculus
21-256,BS in Business Administration---Business Foundations---Mathematics---Multivariate Analysis
21-259,BS in Business Administration---Business Foundations---Mathematics---Multivariate Analysis
70-257,BS in Business Administration---Business Foundations---Mathematics---Models of Optimization
21-257,BS in Business Administration---Business Foundations---Mathematics---Models of Optimization
21-292,BS in Business Administration---Business Foundations---Mathematics---Models of Optimization
73-102,BS in Business Administration---Business Foundations---Economics---Microeconomics
73-104,BS in Business Administration---Business Foundations---Economics---Microeconomics
73-103,BS in Business Administration---Business Foundations---Economics
73-230,BS in Business Administration---Business Foundations---Economics---Intermed. Micro or Macro
73-240,BS in Business Administration---Business Foundations---Economics---Intermed. Micro or Macro
70-207,BS in Business Administration---Business Foundations---Statistics---Prob/Stats for Business
36-200,BS in Business Administration---Business Foundations---Statistics---Prob/Stats for Business
70-208,BS in Business Administration---Business Foundations---Statistics---Regression Analysis
36-202,BS in Business Administration---Business Foundations---Statistics---Regression Analysis
70-106,BS in Business Administration---Business Core
70-110,BS in Business Administration---Business Core
70-122,BS in Business Administration---Business Core
70-311,BS in Business Administration---Business Core
70-332,BS in Business Administration---Business Core
70-340,BS in Business Administration---Business Core
70-345,BS in Business Administration---Business Core
70-371,BS in Business Administration---Business Core
70-381,BS in Business Administration---Business Core
70-391,BS in Business Administration---Business Core
70-104,BS in Business Administration---BLE
70-204,BS in Business Administration---BLE
70-304,BS in Business Administration---BLE
70-401,BS in Business Administration---Management Game/ Consulting Project
70-447,BS in Business Administration---Management Game/ Consulting Project
70-424,BS in Business Administration---Concentration - select 1 concentration from the list below---Accounting---Accounting Concentration---Required Courses
70-422,BS in Business Administration---Concentration - select 1 concentration from the list below---Accounting---Accounting Concentration---Three Area Electives
70-427,BS in Business Administration---Concentration - select 1 concentration from the list below---Accounting---Accounting Concentration---Three Area Electives
70-428,BS in Business Administration---Concentration - select 1 concentration from the list below---Accounting---Accounting Concentration---Three Area Electives
