enrollment_id,class,enrollment_count,department,section,offering_id
03-201_S20_4_W_QBS,,1,QBS,W,
03-202_S20_1_W_QBS,,1,QBS,W,
03-202_S20_2_W_QBS,,15,QBS,W,
03-202_S20_3_W_QBS,,2,QBS,W,
03-202_S20_4_W_QBS,,1,QBS,W,
03-210_S20_4_W3_QCS,,1,QCS,W3,
03-210_S20_4_W4_QBS,,3,QBS,W4,
03-210_S20_0_W4_SPC,,2,SPC,W4,
03-210_S20_5_X3_QCS,,1,QCS,X3,
03-210_S20_5_X4_QCS,,1,QCS,X4,
03-220_S20_1_2_QBS,,1,QBS,2,
03-220_S20_2_2_QBS,,15,QBS,2,
03-220_S20_4_2_QBS,,1,QBS,2,
03-220_S20_1_W_QBS,,1,QBS,W,
03-220_S20_2_W_QBS,,15,QBS,W,
03-220_S20_4_W_QBS,,1,QBS,W,
03-230_S20_2_W_QBS,,1,QBS,W,
03-230_S20_3_W_QBS,,2,QBS,W,
03-230_S20_4_W_QBS,,1,QBS,W,
03-240_S20_1_2_QBS,,1,QBS,2,
03-240_S20_2_2_QBS,,15,QBS,2,
03-240_S20_3_2_QBS,,3,QBS,2,
03-240_S20_1_W_QBS,,1,QBS,W,
03-240_S20_2_W_QBS,,15,QBS,W,
03-240_S20_3_W_QBS,,3,QBS,W,
03-344_S20_3_2_QBS,,8,QBS,2,
03-344_S20_4_2_QBS,,1,QBS,2,
03-344_S20_3_W_QBS,,8,QBS,W,
03-344_S20_4_W_QBS,,1,QBS,W,
03-355_S20_3_W_QBS,,6,QBS,W,
03-355_S20_4_W_QBS,,3,QBS,W,
03-363_S20_3_W_QBS,,2,QBS,W,
03-363_S20_4_W_QBS,,1,QBS,W,
03-363_S20_5_W_QBS,,1,QBS,W,
03-409_S20_2_W4_QBS,,13,QBS,W4,
03-409_S20_3_W4_QBS,,1,QBS,W4,
03-412_S20_3_W_QBS,,11,QBS,W,
03-412_S20_4_W_QBS,,6,QBS,W,
03-445_S20_4_W_QBS,,2,QBS,W,
03-445_S20_4_WW_QBS,,4,QBS,WW,
03-445_S20_3_YY_QBS,,2,QBS,YY,
03-445_S20_3_Z_QBS,,3,QBS,Z,
03-445_S20_4_Z_QBS,,1,QBS,Z,
03-545_S20_4_W_QBS,,6,QBS,W,
07-599_S20_4_W_QCS,,3,QCS,W,
09-106_S20_1_W_QBS,,15,QBS,W,
09-114_S20_1_W4_QBA,,3,QBA,W4,
09-114_S20_1_W4_QBS,,3,QBS,W4,
09-114_S20_3_W4_QBS,,2,QBS,W4,
09-114_S20_4_W4_QBS,,2,QBS,W4,
09-114_S20_4_W4_QCS,,1,QCS,W4,
09-114_S20_3_W4_QIS,,2,QIS,W4,
09-218_S20_1_W_QBS,,1,QBS,W,
09-218_S20_2_W_QBS,,14,QBS,W,
09-218_S20_3_W_QBS,,3,QBS,W,
09-218_S20_4_W_QBS,,1,QBS,W,
11-346_S20_3_W4_CS,,1,CS,W4,
11-346_S20_1_W4_ECE,,1,ECE,W4,
11-346_S20_1_W4_QBA,,1,QBA,W4,
11-346_S20_1_W4_QBS,,1,QBS,W4,
11-346_S20_5_W4_QBS,,1,QBS,W4,
11-346_S20_1_W4_QCS,,1,QCS,W4,
11-346_S20_2_W4_QCS,,5,QCS,W4,
11-346_S20_4_W4_QCS,,2,QCS,W4,
11-346_S20_1_W4_QIS,,1,QIS,W4,
11-346_S20_3_W4_QIS,,1,QIS,W4,
15-110_S20_4_3_QBA,,1,QBA,3,
15-110_S20_1_3_QBS,,15,QBS,3,
15-110_S20_2_3_QBS,,2,QBS,3,
15-110_S20_4_W_QBA,,1,QBA,W,
15-110_S20_1_W_QBS,,15,QBS,W,
15-110_S20_2_W_QBS,,2,QBS,W,
15-112_S20_2_W_QBA,,1,QBA,W,
15-112_S20_1_W_QBS,,2,QBS,W,
15-112_S20_1_W_QCS,,1,QCS,W,
15-112_S20_1_W_QIS,,13,QIS,W,
15-112_S20_2_W_QIS,,1,QIS,W,
15-112_S20_5_W_QIS,,1,QIS,W,
15-112_S20_0_W_SPC,,2,SPC,W,
15-112_S20_2_X_QBA,,1,QBA,X,
15-112_S20_4_X_QBA,,1,QBA,X,
15-112_S20_2_X_QBS,,1,QBS,X,
15-112_S20_1_X_QCS,,5,QCS,X,
15-112_S20_1_X_QIS,,8,QIS,X,
15-112_S20_2_X_QIS,,8,QIS,X,
15-112_S20_4_X_QIS,,1,QIS,X,
15-112_S20_0_X_SPC,,1,SPC,X,
15-122_S20_1_3_QBA,,1,QBA,3,
15-122_S20_1_3_QBS,,1,QBS,3,
15-122_S20_1_3_QCS,,21,QCS,3,
15-122_S20_2_3_QCS,,2,QCS,3,
15-122_S20_1_3_QIS,,1,QIS,3,
15-122_S20_0_3_SPC,,2,SPC,3,
15-122_S20_1_W_QBA,,1,QBA,W,
15-122_S20_1_W_QBS,,1,QBS,W,
15-122_S20_1_W_QCS,,21,QCS,W,
15-122_S20_2_W_QCS,,2,QCS,W,
15-122_S20_1_W_QIS,,1,QIS,W,
15-122_S20_0_W_SPC,,2,SPC,W,
15-210_S20_2_W_QCS,,15,QCS,W,
15-210_S20_3_W_QCS,,4,QCS,W,
15-210_S20_4_W_QCS,,1,QCS,W,
15-210_S20_2_W_QIS,,1,QIS,W,
15-210_S20_4_W_QIS,,1,QIS,W,
15-251_S20_3_2_QBS,,1,QBS,2,
15-251_S20_1_2_QCS,,4,QCS,2,
15-251_S20_2_2_QCS,,18,QCS,2,
15-251_S20_3_2_QCS,,4,QCS,2,
15-251_S20_4_2_QCS,,2,QCS,2,
15-251_S20_2_2_QIS,,1,QIS,2,
15-251_S20_3_W_QBS,,1,QBS,W,
15-251_S20_1_W_QCS,,4,QCS,W,
15-251_S20_2_W_QCS,,18,QCS,W,
15-251_S20_3_W_QCS,,4,QCS,W,
15-251_S20_4_W_QCS,,2,QCS,W,
15-251_S20_2_W_QIS,,1,QIS,W,
15-316_S20_2_W_QCS,,1,QCS,W,
15-316_S20_4_W_QCS,,9,QCS,W,
15-390_S20_1_W_QBA,,1,QBA,W,
15-390_S20_4_W_QBS,,1,QBS,W,
15-390_S20_1_W_QCS,,10,QCS,W,
15-390_S20_3_W_QCS,,2,QCS,W,
15-390_S20_4_W_QCS,,2,QCS,W,
15-390_S20_4_W_QIS,,1,QIS,W,
15-415_S20_3_2_QCS,,1,QCS,2,
15-415_S20_4_2_QCS,,1,QCS,2,
15-415_S20_4_2_QIS,,1,QIS,2,
15-415_S20_3_W_QCS,,1,QCS,W,
15-415_S20_4_W_QCS,,1,QCS,W,
15-415_S20_4_W_QIS,,1,QIS,W,
15-441_S20_2_2_QCS,,1,QCS,2,
15-441_S20_3_2_QCS,,3,QCS,2,
15-441_S20_4_2_QCS,,2,QCS,2,
15-441_S20_5_2_QCS,,1,QCS,2,
15-441_S20_2_W_QCS,,1,QCS,W,
15-441_S20_3_W_QCS,,3,QCS,W,
15-441_S20_4_W_QCS,,2,QCS,W,
15-441_S20_5_W_QCS,,1,QCS,W,
15-455_S20_4_W_QBS,,1,QBS,W,
15-455_S20_4_W_QCS,,2,QCS,W,
15-488_S20_4_W_QBS,,1,QBS,W,
15-488_S20_1_W_QCS,,1,QCS,W,
15-488_S20_2_W_QCS,,4,QCS,W,
15-488_S20_3_W_QCS,,5,QCS,W,
15-488_S20_4_W_QCS,,2,QCS,W,
15-488_S20_3_W_QIS,,3,QIS,W,
15-488_S20_4_W_QIS,,1,QIS,W,
15-591_S20_4_W_QCS,,1,QCS,W,
19-304_S20_1_W3_QBA,,1,QBA,W3,
19-304_S20_3_W3_QBA,,1,QBA,W3,
19-304_S20_4_W3_QBA,,2,QBA,W3,
19-304_S20_2_W3_QCS,,1,QCS,W3,
19-304_S20_3_W3_QIS,,2,QIS,W3,
21-112_S20_1_W_QBA,,22,QBA,W,
21-112_S20_1_W_QBS,,8,QBS,W,
21-112_S20_2_W_QBS,,2,QBS,W,
21-112_S20_1_W_QIS,,23,QIS,W,
21-112_S20_2_W_QIS,,2,QIS,W,
21-120_S20_1_W_QBA,,2,QBA,W,
21-120_S20_1_W_QBS,,1,QBS,W,
21-120_S20_2_W_QBS,,1,QBS,W,
21-120_S20_1_W_QCS,,1,QCS,W,
21-120_S20_1_W_QIS,,1,QIS,W,
21-122_S20_4_W_QBS,,2,QBS,W,
21-122_S20_1_W_QCS,,15,QCS,W,
21-122_S20_2_W_QCS,,1,QCS,W,
21-122_S20_3_W_QCS,,1,QCS,W,
21-122_S20_2_W_QIS,,1,QIS,W,
21-122_S20_5_W_QIS,,1,QIS,W,
21-122_S20_0_W_SPC,,1,SPC,W,
21-127_S20_1_W_QBA,,5,QBA,W,
21-127_S20_1_W_QBS,,4,QBS,W,
21-127_S20_1_W_QCS,,12,QCS,W,
21-127_S20_0_W_SPC,,1,SPC,W,
21-355_S20_2_W_QCS,,1,QCS,W,
21-355_S20_4_W_QCS,,3,QCS,W,
21-484_S20_4_W_QBS,,1,QBS,W,
21-484_S20_3_W_QCS,,3,QCS,W,
21-484_S20_4_W_QCS,,1,QCS,W,
33-115_S20_1_W_QBA,,5,QBA,W,
33-115_S20_2_W_QBA,,1,QBA,W,
33-115_S20_3_W_QBA,,1,QBA,W,
33-115_S20_4_W_QBA,,1,QBA,W,
33-115_S20_3_W_QIS,,1,QIS,W,
33-115_S20_4_W_QIS,,1,QIS,W,
33-122_S20_2_W_QBS,,6,QBS,W,
33-122_S20_3_W_QBS,,2,QBS,W,
33-122_S20_4_W_QBS,,1,QBS,W,
36-200_S20_2_W_QBS,,1,QBS,W,
36-200_S20_4_W_QBS,,2,QBS,W,
36-200_S20_2_W_QCS,,2,QCS,W,
36-200_S20_3_W_QCS,,1,QCS,W,
36-200_S20_2_W_QIS,,22,QIS,W,
36-200_S20_3_W_QIS,,5,QIS,W,
36-200_S20_4_W_QIS,,1,QIS,W,
36-218_S20_4_W_QBS,,1,QBS,W,
36-218_S20_1_W_QCS,,12,QCS,W,
36-218_S20_2_W_QCS,,6,QCS,W,
36-218_S20_3_W_QCS,,4,QCS,W,
38-110_S20_2_W_QBS,,3,QBS,W,
38-110_S20_3_W_QBS,,2,QBS,W,
38-220_S20_3_W_QBS,,2,QBS,W,
38-230_S20_1_W3_QBS,,1,QBS,W3,
38-230_S20_2_W3_QBS,,14,QBS,W3,
38-230_S20_3_W3_QBS,,1,QBS,W3,
38-301_S20_3_W_QBS,,13,QBS,W,
62-146_S20_4_W_QCS,,1,QCS,W,
62-146_S20_2_W_QIS,,1,QIS,W,
62-146_S20_4_W_QIS,,6,QIS,W,
62-238_S20_3_W_QBA,,1,QBA,W,
62-238_S20_2_W_QBS,,1,QBS,W,
62-238_S20_1_W_QCS,,7,QCS,W,
62-238_S20_2_W_QCS,,2,QCS,W,
62-238_S20_4_W_QCS,,1,QCS,W,
62-238_S20_1_W_QIS,,2,QIS,W,
62-238_S20_2_W_QIS,,4,QIS,W,
62-238_S20_3_W_QIS,,1,QIS,W,
62-238_S20_4_W_QIS,,2,QIS,W,
66-502_S20_4_W_QIS,,1,QIS,W,
66-502_S20_4_WW_QIS,,1,QIS,WW,
66-502_S20_4_Y_QIS,,1,QIS,Y,
66-502_S20_4_Z_QIS,,1,QIS,Z,
67-204_S20_3_W4_QBA,,1,QBA,W4,
67-204_S20_3_W4_QIS,,5,QIS,W4,
67-204_S20_4_W4_QIS,,2,QIS,W4,
67-239_S20_2_W_QIS,,8,QIS,W,
67-239_S20_4_W_QIS,,1,QIS,W,
67-250_S20_1_W_QIS,,25,QIS,W,
67-250_S20_2_W_QIS,,1,QIS,W,
67-250_S20_1_X_QBA,,2,QBA,X,
67-250_S20_2_X_QBA,,1,QBA,X,
67-250_S20_2_X_QBS,,1,QBS,X,
67-250_S20_1_X_QCS,,1,QCS,X,
67-250_S20_2_X_QCS,,2,QCS,X,
67-250_S20_1_X_QIS,,2,QIS,X,
67-250_S20_2_X_QIS,,5,QIS,X,
67-250_S20_3_X_QIS,,2,QIS,X,
67-265_S20_3_W_QBA,,4,QBA,W,
67-265_S20_4_W_QBS,,2,QBS,W,
67-265_S20_1_W_QIS,,1,QIS,W,
67-265_S20_2_W_QIS,,10,QIS,W,
67-265_S20_3_W_QIS,,1,QIS,W,
67-265_S20_1_X_QBA,,1,QBA,X,
67-265_S20_2_X_QBS,,1,QBS,X,
67-265_S20_4_X_QBS,,2,QBS,X,
67-265_S20_2_X_QCS,,2,QCS,X,
67-265_S20_2_X_QIS,,11,QIS,X,
67-265_S20_3_X_QIS,,1,QIS,X,
67-272_S20_3_W_QBA,,1,QBA,W,
67-272_S20_2_W_QIS,,7,QIS,W,
67-272_S20_3_W_QIS,,1,QIS,W,
67-272_S20_3_X_QCS,,3,QCS,X,
67-272_S20_2_X_QIS,,5,QIS,X,
67-272_S20_3_X_QIS,,3,QIS,X,
67-272_S20_4_X_QIS,,1,QIS,X,
67-272_S20_5_X_QIS,,1,QIS,X,
67-313_S20_2_W_QIS,,1,QIS,W,
67-313_S20_3_W_QIS,,6,QIS,W,
67-313_S20_4_W_QIS,,3,QIS,W,
67-313_S20_5_W_QIS,,1,QIS,W,
67-318_S20_3_W_QIS,,6,QIS,W,
67-318_S20_4_W_QIS,,1,QIS,W,
67-338_S20_3_W_QIS,,13,QIS,W,
67-338_S20_4_W_QIS,,6,QIS,W,
67-338_S20_5_W_QIS,,2,QIS,W,
67-355_S20_3_W_QIS,,4,QIS,W,
67-373_S20_3_W_QIS,,20,QIS,W,
67-382_S20_4_W_QBA,,1,QBA,W,
67-382_S20_2_W_QIS,,1,QIS,W,
67-382_S20_3_W_QIS,,8,QIS,W,
67-382_S20_4_W_QIS,,2,QIS,W,
67-382_S20_5_W_QIS,,1,QIS,W,
70-110_S20_1_W_QBA,,34,QBA,W,
70-110_S20_3_W_QBA,,1,QBA,W,
70-110_S20_1_W_QIS,,2,QIS,W,
70-110_S20_0_W_SPC,,3,SPC,W,
70-201_S20_3_W_QBA,,13,QBA,W,
70-201_S20_4_W_QBA,,26,QBA,W,
70-201_S20_5_W_QBA,,3,QBA,W,
70-208_S20_2_W_QBA,,20,QBA,W,
70-208_S20_3_W_QBA,,9,QBA,W,
70-208_S20_5_W_QBA,,1,QBA,W,
70-208_S20_1_W_QIS,,1,QIS,W,
70-208_S20_3_W_QIS,,1,QIS,W,
70-257_S20_1_W_QBA,,4,QBA,W,
70-257_S20_2_W_QBA,,22,QBA,W,
70-257_S20_3_W_QBA,,6,QBA,W,
70-257_S20_4_W_QBA,,3,QBA,W,
70-257_S20_5_W_QBA,,2,QBA,W,
70-311_S20_2_W_QBA,,5,QBA,W,
70-311_S20_3_W_QBA,,4,QBA,W,
70-311_S20_4_W_QBA,,1,QBA,W,
70-311_S20_4_W_QBS,,1,QBS,W,
70-311_S20_2_W_QCS,,1,QCS,W,
70-311_S20_4_W_QCS,,1,QCS,W,
70-311_S20_2_W_QIS,,1,QIS,W,
70-332_S20_3_W_QBA,,7,QBA,W,
70-332_S20_4_W_QCS,,1,QCS,W,
70-332_S20_3_W_QIS,,3,QIS,W,
70-332_S20_0_W_SPC,,2,SPC,W,
70-342_S20_3_W_QBA,,12,QBA,W,
70-342_S20_4_W_QBA,,15,QBA,W,
70-342_S20_5_W_QBA,,2,QBA,W,
70-342_S20_4_W_QBS,,1,QBS,W,
70-342_S20_4_W_QCS,,1,QCS,W,
70-342_S20_3_W_QIS,,2,QIS,W,
70-342_S20_5_W_QIS,,1,QIS,W,
70-345_S20_3_W_QBA,,16,QBA,W,
70-345_S20_4_W_QBA,,2,QBA,W,
70-345_S20_3_X_QBA,,14,QBA,X,
70-345_S20_4_X_QBA,,2,QBA,X,
70-345_S20_5_X_QBA,,2,QBA,X,
70-352_S20_1_W4_QBA,,2,QBA,W4,
70-352_S20_2_W4_QBA,,1,QBA,W4,
70-352_S20_3_W4_QBA,,1,QBA,W4,
70-352_S20_4_W4_QBA,,4,QBA,W4,
70-352_S20_2_W4_QIS,,3,QIS,W4,
70-374_S20_3_W_QBA,,3,QBA,W,
70-374_S20_4_W_QBA,,1,QBA,W,
70-374_S20_4_W_QIS,,1,QIS,W,
70-381_S20_2_W_QBA,,6,QBA,W,
70-381_S20_3_W_QBA,,16,QBA,W,
70-381_S20_4_W_QBA,,1,QBA,W,
70-381_S20_2_W_QCS,,2,QCS,W,
70-381_S20_2_W_QIS,,4,QIS,W,
70-381_S20_3_W_QIS,,1,QIS,W,
70-381_S20_4_W_QIS,,1,QIS,W,
70-391_S20_2_W_QBA,,11,QBA,W,
70-391_S20_3_W_QBA,,9,QBA,W,
70-391_S20_4_W_QBA,,1,QBA,W,
70-391_S20_5_W_QBA,,1,QBA,W,
70-391_S20_4_W_QCS,,3,QCS,W,
70-398_S20_3_W_QBA,,1,QBA,W,
70-398_S20_4_W_QBA,,4,QBA,W,
70-401_S20_4_W_QBA,,34,QBA,W,
70-401_S20_5_W_QBA,,2,QBA,W,
70-416_S20_3_W_QBA,,11,QBA,W,
70-416_S20_4_W_QBA,,3,QBA,W,
70-416_S20_4_W_QCS,,1,QCS,W,
70-417_S20_3_W_QBA,,3,QBA,W,
70-417_S20_4_W_QBA,,6,QBA,W,
70-462_S20_2_W_QBA,,3,QBA,W,
70-462_S20_3_W_QBA,,7,QBA,W,
70-462_S20_4_W_QBA,,2,QBA,W,
70-471_S20_3_W_QBA,,4,QBA,W,
70-471_S20_4_W_QBA,,5,QBA,W,
70-471_S20_5_W_QBA,,1,QBA,W,
70-481_S20_3_W_QBA,,1,QBA,W,
70-481_S20_4_W_QBA,,2,QBA,W,
70-489_S20_1_W3_QBA,,2,QBA,W3,
70-489_S20_2_W3_QBA,,1,QBA,W3,
70-489_S20_4_W3_QBA,,2,QBA,W3,
70-489_S20_2_W3_QIS,,1,QIS,W3,
70-492_S20_3_W_QBA,,6,QBA,W,
70-492_S20_4_W_QBA,,4,QBA,W,
70-494_S20_2_W_QBA,,2,QBA,W,
70-494_S20_3_W_QBA,,13,QBA,W,
70-494_S20_4_W_QBA,,4,QBA,W,
70-494_S20_0_W_SPC,,1,SPC,W,
70-501_S20_4_W_QBA,,2,QBA,W,
73-102_S20_1_W_QBA,,34,QBA,W,
73-102_S20_2_W_QBA,,7,QBA,W,
73-102_S20_3_W_QBA,,2,QBA,W,
73-102_S20_4_W_QBA,,1,QBA,W,
73-102_S20_2_W_QCS,,1,QCS,W,
73-102_S20_4_W_QCS,,2,QCS,W,
73-102_S20_1_W_QIS,,1,QIS,W,
73-102_S20_2_W_QIS,,4,QIS,W,
73-102_S20_3_W_QIS,,1,QIS,W,
73-230_S20_2_W_QBA,,14,QBA,W,
73-230_S20_3_W_QBA,,7,QBA,W,
73-230_S20_4_W_QBA,,2,QBA,W,
73-230_S20_5_W_QBA,,1,QBA,W,
73-265_S20_3_W_QBA,,10,QBA,W,
73-265_S20_4_W_QBA,,7,QBA,W,
73-265_S20_3_W_QIS,,1,QIS,W,
73-365_S20_3_W_QBA,,11,QBA,W,
73-365_S20_4_W_QBA,,7,QBA,W,
76-101_S20_1_W_QBA,,6,QBA,W,
76-101_S20_1_W_QBS,,1,QBS,W,
76-101_S20_2_W_QBS,,1,QBS,W,
76-101_S20_1_W_QCS,,5,QCS,W,
76-101_S20_2_W_QCS,,1,QCS,W,
76-101_S20_1_W_QIS,,2,QIS,W,
76-101_S20_1_WW_QBA,,6,QBA,WW,
76-101_S20_1_WW_QBS,,3,QBS,WW,
76-101_S20_1_WW_QIS,,9,QIS,WW,
76-101_S20_2_WW_QIS,,1,QIS,WW,
76-101_S20_1_X_QBA,,3,QBA,X,
76-101_S20_1_X_QBS,,1,QBS,X,
76-101_S20_1_X_QCS,,8,QCS,X,
76-101_S20_1_X_QIS,,5,QIS,X,
76-101_S20_2_X_QIS,,1,QIS,X,
76-101_S20_4_X_QIS,,1,QIS,X,
76-101_S20_1_XX_QBA,,7,QBA,XX,
76-101_S20_1_XX_QBS,,8,QBS,XX,
76-101_S20_1_XX_QCS,,1,QCS,XX,
76-101_S20_1_XX_QIS,,1,QIS,XX,
76-101_S20_1_Y_QBA,,7,QBA,Y,
76-101_S20_1_Y_QBS,,3,QBS,Y,
76-101_S20_1_Y_QIS,,8,QIS,Y,
76-101_S20_1_YY_QBA,,4,QBA,YY,
76-101_S20_1_YY_QCS,,9,QCS,YY,
76-101_S20_2_YY_QCS,,1,QCS,YY,
76-101_S20_1_YY_QIS,,1,QIS,YY,
76-101_S20_2_YY_QIS,,1,QIS,YY,
76-253_S20_1_W4_QBA,,1,QBA,W4,
76-253_S20_4_W4_QBS,,1,QBS,W4,
76-253_S20_5_W4_QBS,,1,QBS,W4,
76-253_S20_2_W4_QCS,,2,QCS,W4,
76-253_S20_4_W4_QCS,,1,QCS,W4,
76-253_S20_1_W4_QIS,,1,QIS,W4,
76-253_S20_2_W4_QIS,,1,QIS,W4,
76-253_S20_3_W4_QIS,,2,QIS,W4,
76-270_S20_2_W_QCS,,3,QCS,W,
76-270_S20_3_W_QCS,,1,QCS,W,
76-270_S20_4_W_QCS,,1,QCS,W,
76-270_S20_2_W_QIS,,6,QIS,W,
76-270_S20_0_W_SPC,,1,SPC,W,
76-270_S20_2_X_QBA,,1,QBA,X,
76-270_S20_2_X_QCS,,7,QCS,X,
76-270_S20_3_X_QCS,,3,QCS,X,
76-270_S20_4_X_QCS,,2,QCS,X,
76-270_S20_2_X_QIS,,1,QIS,X,
76-270_S20_4_X_QIS,,1,QIS,X,
76-318_S20_4_W_QCS,,2,QCS,W,
76-318_S20_2_W_QIS,,1,QIS,W,
76-373_S20_4_W_QCS,,2,QCS,W,
76-373_S20_3_W_QIS,,1,QIS,W,
76-373_S20_4_W_QIS,,3,QIS,W,
76-425_S20_4_W_QBA,,1,QBA,W,
76-425_S20_5_W_QBS,,1,QBS,W,
76-425_S20_4_W_QCS,,1,QCS,W,
76-425_S20_3_W_QIS,,1,QIS,W,
76-425_S20_4_W_QIS,,1,QIS,W,
79-104_S20_1_W_QBS,,1,QBS,W,
79-104_S20_4_W_QBS,,1,QBS,W,
79-104_S20_1_W_QCS,,1,QCS,W,
79-104_S20_2_W_QCS,,2,QCS,W,
79-104_S20_1_W_QIS,,16,QIS,W,
79-104_S20_2_W_QIS,,1,QIS,W,
79-253_S20_1_W_QBA,,3,QBA,W,
79-253_S20_2_W_QBA,,3,QBA,W,
79-253_S20_4_W_QBA,,3,QBA,W,
79-253_S20_1_W_QBS,,1,QBS,W,
79-253_S20_2_W_QBS,,1,QBS,W,
79-253_S20_4_W_QBS,,1,QBS,W,
79-253_S20_2_W_QCS,,1,QCS,W,
79-253_S20_3_W_QIS,,3,QIS,W,
79-253_S20_4_W_QIS,,2,QIS,W,
79-285_S20_1_W_QBA,,2,QBA,W,
79-285_S20_2_W_QBA,,2,QBA,W,
79-285_S20_3_W_QBA,,3,QBA,W,
79-285_S20_4_W_QBA,,1,QBA,W,
79-285_S20_5_W_QBA,,1,QBA,W,
79-285_S20_1_W_QBS,,1,QBS,W,
79-285_S20_2_W_QBS,,1,QBS,W,
79-285_S20_3_W_QBS,,2,QBS,W,
79-285_S20_4_W_QBS,,1,QBS,W,
79-285_S20_1_W_QCS,,3,QCS,W,
79-285_S20_2_W_QCS,,3,QCS,W,
79-285_S20_4_W_QCS,,1,QCS,W,
79-285_S20_1_W_QIS,,4,QIS,W,
79-285_S20_2_W_QIS,,2,QIS,W,
79-285_S20_3_W_QIS,,6,QIS,W,
79-285_S20_4_W_QIS,,1,QIS,W,
79-378_S20_1_W_QBA,,8,QBA,W,
79-378_S20_4_W_QBA,,4,QBA,W,
79-378_S20_2_W_QBS,,1,QBS,W,
79-378_S20_2_W_QCS,,1,QCS,W,
79-378_S20_3_W_QCS,,2,QCS,W,
79-378_S20_1_W_QIS,,1,QIS,W,
79-378_S20_3_W_QIS,,1,QIS,W,
79-378_S20_4_W_QIS,,1,QIS,W,
79-378_S20_5_W_QIS,,1,QIS,W,
79-393_S20_1_W_QBA,,1,QBA,W,
79-393_S20_2_W_QBA,,7,QBA,W,
79-393_S20_3_W_QBA,,2,QBA,W,
79-393_S20_4_W_QBA,,1,QBA,W,
79-393_S20_2_W_QBS,,1,QBS,W,
79-393_S20_2_W_QCS,,2,QCS,W,
79-393_S20_3_W_QIS,,2,QIS,W,
79-393_S20_0_W_SPC,,1,SPC,W,
79-411_S20_5_W_QBA,,1,QBA,W,
79-411_S20_2_W_QCS,,1,QCS,W,
79-411_S20_3_W_QCS,,1,QCS,W,
79-411_S20_4_W_QIS,,5,QIS,W,
79-411_S20_0_W_SPC,,1,SPC,W,
79-465_S20_3_W_QBA,,1,QBA,W,
79-465_S20_4_W_QBA,,3,QBA,W,
79-465_S20_4_W_QBS,,1,QBS,W,
79-465_S20_2_W_QCS,,2,QCS,W,
79-465_S20_2_W_QIS,,2,QIS,W,
79-465_S20_3_W_QIS,,3,QIS,W,
79-465_S20_4_W_QIS,,2,QIS,W,
79-470_S20_1_W_QBA,,2,QBA,W,
79-491_S20_4_W_QBA,,2,QBA,W,
79-491_S20_2_WW_QIS,,1,QIS,WW,
79-491_S20_4_WW_QIS,,1,QIS,WW,
80-249_S20_2_W_QBA,,1,QBA,W,
80-249_S20_4_W_QBS,,1,QBS,W,
80-249_S20_1_W_QCS,,2,QCS,W,
80-249_S20_2_W_QCS,,1,QCS,W,
80-249_S20_3_W_QCS,,1,QCS,W,
80-249_S20_4_W_QCS,,1,QCS,W,
80-249_S20_3_W_QIS,,2,QIS,W,
80-249_S20_4_W_QIS,,1,QIS,W,
80-249_S20_0_W_SPC,,2,SPC,W,
82-102_S20_3_W_QIS,,4,QIS,W,
82-102_S20_5_W_QIS,,1,QIS,W,
82-102_S20_0_W_SPC,,1,SPC,W,
82-103_S20_3_W_QBA,,2,QBA,W,
82-103_S20_3_W_QBS,,3,QBS,W,
82-103_S20_4_W_QBS,,1,QBS,W,
82-103_S20_2_W_QCS,,1,QCS,W,
82-103_S20_1_W_QIS,,2,QIS,W,
82-103_S20_3_W_QIS,,4,QIS,W,
82-103_S20_2_X_QBA,,5,QBA,X,
82-103_S20_3_X_QBA,,2,QBA,X,
82-103_S20_4_X_QBA,,6,QBA,X,
82-103_S20_1_X_QIS,,1,QIS,X,
82-142_S20_4_W_QBA,,1,QBA,W,
82-142_S20_2_W_QIS,,3,QIS,W,
82-142_S20_0_W_SPC,,2,SPC,W,
82-201_S20_2_W_QBA,,1,QBA,W,
82-201_S20_4_W_QBS,,1,QBS,W,
82-242_S20_4_W_QIS,,2,QIS,W,
82-355_S20_4_W_QCS,,1,QCS,W,
82-355_S20_4_W_QIS,,3,QIS,W,
82-413_S20_3_W_QBA,,1,QBA,W,
82-413_S20_3_W_QBS,,1,QBS,W,
82-413_S20_4_W_QBS,,2,QBS,W,
82-413_S20_2_W_QCS,,1,QCS,W,
82-413_S20_2_W_QIS,,1,QIS,W,
82-413_S20_3_W_QIS,,1,QIS,W,
82-414_S20_3_W_QBA,,1,QBA,W,
82-414_S20_1_W_QBS,,1,QBS,W,
82-414_S20_4_W_QBS,,2,QBS,W,
82-414_S20_1_W_QIS,,1,QIS,W,
82-414_S20_3_W_QIS,,6,QIS,W,
82-414_S20_0_W_SPC,,2,SPC,W,
85-219_S20_1_W_QBS,,9,QBS,W,
85-219_S20_2_W_QBS,,3,QBS,W,
85-219_S20_3_W_QBS,,4,QBS,W,
85-219_S20_4_W_QBS,,1,QBS,W,
85-219_S20_5_W_QBS,,2,QBS,W,
85-219_S20_1_W_QCS,,2,QCS,W,
85-219_S20_2_W_QCS,,1,QCS,W,
85-219_S20_4_W_QCS,,1,QCS,W,
85-219_S20_0_W_SPC,,1,SPC,W,
85-241_S20_1_W_QBA,,13,QBA,W,
85-241_S20_3_W_QBA,,1,QBA,W,
85-241_S20_4_W_QBA,,2,QBA,W,
