offering_id,semester,course_code,campus_id
38-110_F23_2,F23,38-110,2
38-110_S24_2,S24,38-110,2
38-110_F24_2,F24,38-110,2
38-110_S25_2,S25,38-110,2
38-110_M24_1,M24,38-110,1
38-110_F24_1,F24,38-110,1
38-110_S25_1,S25,38-110,1
38-110_M25_1,M25,38-110,1
38-110_F25_1,F25,38-110,1
76-480_S19_1,S19,76-480,1
76-480_S21_1,S21,76-480,1
76-480_S23_1,S23,76-480,1
88-150_F21_1,F21,88-150,1
88-150_F22_1,F22,88-150,1
88-150_F23_1,F23,88-150,1
88-150_F24_1,F24,88-150,1
88-150_F25_1,F25,88-150,1
79-284_F24_2,F24,79-284,2
79-284_S17_1,S17,79-284,1
79-284_S20_1,S20,79-284,1
98-377_F20_1,F20,98-377,1
36-201_S16_2,S16,36-201,2
36-201_S17_2,S17,36-201,2
36-201_S18_2,S18,36-201,2
36-201_S19_2,S19,36-201,2
36-201_M16_1,M16,36-201,1
36-201_F16_1,F16,36-201,1
36-201_S17_1,S17,36-201,1
36-201_M17_1,M17,36-201,1
36-201_F17_1,F17,36-201,1
21-261_S21_1,S21,21-261,1
21-261_S22_1,S22,21-261,1
21-261_S23_1,S23,21-261,1
21-261_S24_1,S24,21-261,1
21-261_F25_1,F25,21-261,1
80-513_F15_1,F15,80-513,1
80-513_S17_1,S17,80-513,1
80-513_F20_1,F20,80-513,1
76-316_S21_1,S21,76-316,1
76-253_S20_2,S20,76-253,2
76-253_S22_2,S22,76-253,2
70-501_F22_2,F22,70-501,2
70-501_S23_2,S23,70-501,2
70-501_F23_2,F23,70-501,2
70-501_S24_2,S24,70-501,2
70-501_F24_2,F24,70-501,2
70-501_S21_1,S21,70-501,1
70-501_S22_1,S22,70-501,1
70-501_S23_1,S23,70-501,1
70-501_S24_1,S24,70-501,1
70-501_S25_1,S25,70-501,1
70-385_F21_2,F21,70-385,2
70-385_S23_2,S23,70-385,2
70-385_S24_2,S24,70-385,2
70-385_S20_1,S20,70-385,1
70-385_S21_1,S21,70-385,1
70-385_S22_1,S22,70-385,1
70-385_S24_1,S24,70-385,1
70-385_S25_1,S25,70-385,1
73-363_F15_1,F15,73-363,1
99-265_F24_2,F24,99-265,2
21-373_S16_2,S16,21-373,2
21-373_F16_2,F16,21-373,2
21-373_F17_2,F17,21-373,2
21-373_S24_1,S24,21-373,1
21-373_F24_1,F24,21-373,1
21-373_S25_1,S25,21-373,1
21-373_M25_1,M25,21-373,1
21-373_F25_1,F25,21-373,1
76-438_F15_1,F15,76-438,1
76-438_S17_1,S17,76-438,1
16-161_F17_1,F17,16-161,1
16-161_F18_1,F18,16-161,1
16-161_F19_1,F19,16-161,1
16-161_F24_1,F24,16-161,1
16-161_F25_1,F25,16-161,1
18-335_S20_1,S20,18-335,1
18-335_S21_1,S21,18-335,1
18-335_S22_1,S22,18-335,1
18-335_S23_1,S23,18-335,1
18-335_S24_1,S24,18-335,1
79-396_S18_1,S18,79-396,1
79-396_S19_1,S19,79-396,1
79-396_S20_1,S20,79-396,1
79-396_S21_1,S21,79-396,1
79-396_S23_1,S23,79-396,1
98-320_S18_1,S18,98-320,1
98-320_F18_1,F18,98-320,1
76-341_F15_1,F15,76-341,1
76-341_S17_1,S17,76-341,1
76-341_F23_1,F23,76-341,1
76-341_F25_1,F25,76-341,1
48-510_S21_1,S21,48-510,1
48-510_S22_1,S22,48-510,1
48-510_S23_1,S23,48-510,1
48-510_S24_1,S24,48-510,1
48-510_S25_1,S25,48-510,1
05-436_S21_1,S21,05-436,1
05-436_S22_1,S22,05-436,1
05-436_S23_1,S23,05-436,1
05-436_S24_1,S24,05-436,1
05-436_S25_1,S25,05-436,1
82-371_F22_1,F22,82-371,1
82-371_M23_1,M23,82-371,1
82-371_F23_1,F23,82-371,1
82-371_F24_1,F24,82-371,1
82-371_F25_1,F25,82-371,1
82-234_F15_1,F15,82-234,1
82-234_F16_1,F16,82-234,1
82-234_S18_1,S18,82-234,1
82-234_S25_1,S25,82-234,1
70-106_F20_2,F20,70-106,2
70-106_F21_2,F21,70-106,2
70-106_F22_2,F22,70-106,2
70-106_F23_2,F23,70-106,2
70-106_S25_2,S25,70-106,2
70-106_F21_1,F21,70-106,1
70-106_F22_1,F22,70-106,1
70-106_F23_1,F23,70-106,1
70-106_F24_1,F24,70-106,1
70-106_F25_1,F25,70-106,1
76-204_F18_1,F18,76-204,1
76-204_F23_1,F23,76-204,1
76-443_S20_1,S20,76-443,1
80-495_S18_2,S18,80-495,2
80-495_F18_2,F18,80-495,2
80-495_F21_2,F21,80-495,2
80-495_F22_2,F22,80-495,2
80-495_F24_2,F24,80-495,2
80-495_M24_1,M24,80-495,1
80-495_F24_1,F24,80-495,1
80-495_S25_1,S25,80-495,1
80-495_M25_1,M25,80-495,1
80-495_F25_1,F25,80-495,1
70-311_F22_2,F22,70-311,2
70-311_F23_2,F23,70-311,2
70-311_S24_2,S24,70-311,2
70-311_F24_2,F24,70-311,2
70-311_S25_2,S25,70-311,2
70-311_M24_1,M24,70-311,1
70-311_F24_1,F24,70-311,1
70-311_S25_1,S25,70-311,1
70-311_M25_1,M25,70-311,1
70-311_F25_1,F25,70-311,1
80-180_F23_1,F23,80-180,1
80-180_S24_1,S24,80-180,1
80-180_F24_1,F24,80-180,1
80-180_S25_1,S25,80-180,1
80-180_F25_1,F25,80-180,1
88-255_S20_1,S20,88-255,1
88-255_S22_1,S22,88-255,1
88-255_S23_1,S23,88-255,1
88-255_S24_1,S24,88-255,1
88-255_S25_1,S25,88-255,1
15-390_S18_2,S18,15-390,2
15-390_S19_2,S19,15-390,2
15-390_S20_2,S20,15-390,2
15-390_F23_2,F23,15-390,2
15-390_S25_2,S25,15-390,2
15-390_F15_1,F15,15-390,1
15-390_F16_1,F16,15-390,1
15-390_S18_1,S18,15-390,1
15-390_S19_1,S19,15-390,1
98-072_S25_1,S25,98-072,1
98-072_F25_1,F25,98-072,1
70-468_S25_1,S25,70-468,1
19-437_S18_1,S18,19-437,1
19-437_S20_1,S20,19-437,1
24-280_S20_1,S20,24-280,1
24-280_S21_1,S21,24-280,1
24-280_S22_1,S22,24-280,1
24-280_S24_1,S24,24-280,1
24-280_S25_1,S25,24-280,1
79-210_F23_1,F23,79-210,1
15-451_F20_2,F20,15-451,2
15-451_F21_2,F21,15-451,2
15-451_F22_2,F22,15-451,2
15-451_F23_2,F23,15-451,2
15-451_F24_2,F24,15-451,2
15-451_F23_1,F23,15-451,1
15-451_S24_1,S24,15-451,1
15-451_F24_1,F24,15-451,1
15-451_S25_1,S25,15-451,1
15-451_F25_1,F25,15-451,1
15-451_S16_18,S16,15-451,18
76-414_F15_1,F15,76-414,1
76-414_S25_1,S25,76-414,1
76-101_S23_2,S23,76-101,2
76-101_F23_2,F23,76-101,2
76-101_S24_2,S24,76-101,2
76-101_F24_2,F24,76-101,2
76-101_S25_2,S25,76-101,2
76-101_M24_1,M24,76-101,1
76-101_F24_1,F24,76-101,1
76-101_S25_1,S25,76-101,1
76-101_M25_1,M25,76-101,1
76-101_F25_1,F25,76-101,1
36-295_F23_1,F23,36-295,1
36-295_S24_1,S24,36-295,1
36-295_F24_1,F24,36-295,1
36-295_S25_1,S25,36-295,1
36-295_F25_1,F25,36-295,1
49-300_S21_1,S21,49-300,1
49-300_S22_1,S22,49-300,1
49-300_S23_1,S23,49-300,1
49-300_S24_1,S24,49-300,1
49-300_S25_1,S25,49-300,1
03-124_M24_1,M24,03-124,1
03-124_F24_1,F24,03-124,1
03-124_S25_1,S25,03-124,1
03-124_M25_1,M25,03-124,1
03-124_F25_1,F25,03-124,1
76-382_S18_1,S18,76-382,1
76-228_F23_1,F23,76-228,1
73-436_S24_1,S24,73-436,1
98-160_S22_2,S22,98-160,2
09-217_F20_2,F20,09-217,2
09-217_F21_2,F21,09-217,2
09-217_F22_2,F22,09-217,2
09-217_F23_2,F23,09-217,2
09-217_F24_2,F24,09-217,2
09-217_F23_1,F23,09-217,1
09-217_M24_1,M24,09-217,1
09-217_F24_1,F24,09-217,1
09-217_M25_1,M25,09-217,1
09-217_F25_1,F25,09-217,1
98-025_F21_1,F21,98-025,1
98-025_S22_1,S22,98-025,1
18-460_S21_1,S21,18-460,1
18-460_S22_1,S22,18-460,1
18-460_S23_1,S23,18-460,1
18-460_S24_1,S24,18-460,1
18-460_S25_1,S25,18-460,1
15-282_S21_2,S21,15-282,2
15-282_S22_2,S22,15-282,2
15-282_F24_2,F24,15-282,2
80-211_F22_1,F22,80-211,1
80-211_F23_1,F23,80-211,1
80-211_M24_1,M24,80-211,1
80-211_F24_1,F24,80-211,1
80-211_M25_1,M25,80-211,1
70-350_F23_1,F23,70-350,1
70-350_S24_1,S24,70-350,1
70-350_F24_1,F24,70-350,1
70-350_S25_1,S25,70-350,1
70-350_F25_1,F25,70-350,1
85-360_S20_1,S20,85-360,1
85-360_S21_1,S21,85-360,1
85-360_S22_1,S22,85-360,1
69-164_F18_1,F18,69-164,1
03-132_S16_2,S16,03-132,2
03-132_F16_2,F16,03-132,2
03-132_F18_2,F18,03-132,2
03-132_F21_1,F21,03-132,1
03-132_M22_1,M22,03-132,1
03-132_M23_1,M23,03-132,1
03-132_M24_1,M24,03-132,1
03-132_M25_1,M25,03-132,1
79-343_F15_1,F15,79-343,1
79-343_F18_1,F18,79-343,1
79-343_F19_1,F19,79-343,1
79-343_F21_1,F21,79-343,1
79-343_F22_1,F22,79-343,1
73-359_F16_2,F16,73-359,2
73-359_F18_2,F18,73-359,2
73-359_S18_1,S18,73-359,1
73-359_S19_1,S19,73-359,1
73-359_S20_1,S20,73-359,1
73-359_S21_1,S21,73-359,1
73-359_S22_1,S22,73-359,1
76-394_S16_1,S16,76-394,1
76-394_S17_1,S17,76-394,1
76-394_S18_1,S18,76-394,1
76-394_S19_1,S19,76-394,1
76-394_F25_1,F25,76-394,1
98-033_S25_1,S25,98-033,1
98-033_F25_1,F25,98-033,1
70-429_S16_2,S16,70-429,2
70-429_S17_2,S17,70-429,2
70-429_S18_2,S18,70-429,2
67-367_S23_2,S23,67-367,2
76-455_S17_1,S17,76-455,1
15-410_F23_1,F23,15-410,1
15-410_S24_1,S24,15-410,1
15-410_F24_1,F24,15-410,1
15-410_S25_1,S25,15-410,1
15-410_F25_1,F25,15-410,1
98-208_S21_2,S21,98-208,2
79-314_S16_1,S16,79-314,1
79-314_S17_1,S17,79-314,1
79-314_F23_1,F23,79-314,1
79-314_F24_1,F24,79-314,1
79-314_F25_1,F25,79-314,1
15-386_S21_1,S21,15-386,1
15-386_S22_1,S22,15-386,1
15-386_S23_1,S23,15-386,1
15-386_S24_1,S24,15-386,1
15-386_S25_1,S25,15-386,1
76-269_F23_1,F23,76-269,1
76-269_S24_1,S24,76-269,1
76-269_F24_1,F24,76-269,1
76-269_S25_1,S25,76-269,1
76-269_F25_1,F25,76-269,1
80-315_F16_1,F16,80-315,1
80-315_S18_1,S18,80-315,1
80-315_S20_1,S20,80-315,1
80-315_S22_1,S22,80-315,1
80-315_F24_1,F24,80-315,1
70-491_S16_2,S16,70-491,2
70-491_F25_1,F25,70-491,1
19-421_F17_1,F17,19-421,1
19-421_F18_1,F18,19-421,1
19-421_F19_1,F19,19-421,1
19-421_F20_1,F20,19-421,1
19-421_F21_1,F21,19-421,1
76-286_S22_1,S22,76-286,1
76-286_F22_1,F22,76-286,1
76-286_S23_1,S23,76-286,1
76-286_F23_1,F23,76-286,1
76-286_S24_1,S24,76-286,1
80-250_F15_1,F15,80-250,1
80-250_F16_1,F16,80-250,1
80-250_F18_1,F18,80-250,1
80-250_F20_1,F20,80-250,1
80-250_F25_1,F25,80-250,1
98-013_S22_1,S22,98-013,1
98-013_F22_1,F22,98-013,1
70-409_S24_2,S24,70-409,2
70-409_F24_2,F24,70-409,2
09-221_F15_2,F15,09-221,2
09-221_F23_1,F23,09-221,1
09-221_S24_1,S24,09-221,1
09-221_F24_1,F24,09-221,1
09-221_S25_1,S25,09-221,1
09-221_F25_1,F25,09-221,1
88-234_S24_1,S24,88-234,1
88-234_S25_1,S25,88-234,1
98-156_F23_1,F23,98-156,1
98-156_S24_1,S24,98-156,1
98-156_F24_1,F24,98-156,1
98-156_S25_1,S25,98-156,1
03-391_S21_1,S21,03-391,1
03-391_S22_1,S22,03-391,1
03-391_S23_1,S23,03-391,1
03-391_S24_1,S24,03-391,1
03-391_S25_1,S25,03-391,1
98-506_F25_1,F25,98-506,1
09-108_F20_1,F20,09-108,1
09-108_F21_1,F21,09-108,1
09-108_F22_1,F22,09-108,1
09-108_F23_1,F23,09-108,1
09-108_F24_1,F24,09-108,1
15-488_S20_2,S20,15-488,2
36-309_F21_1,F21,36-309,1
36-309_F22_1,F22,36-309,1
36-309_F23_1,F23,36-309,1
36-309_F24_1,F24,36-309,1
36-309_F25_1,F25,36-309,1
76-422_F18_1,F18,76-422,1
82-412_S19_2,S19,82-412,2
82-412_M20_2,M20,82-412,2
82-412_M21_2,M21,82-412,2
82-412_F21_2,F21,82-412,2
82-412_M24_2,M24,82-412,2
82-412_S21_1,S21,82-412,1
82-412_S22_1,S22,82-412,1
82-412_S23_1,S23,82-412,1
82-412_S24_1,S24,82-412,1
82-412_S25_1,S25,82-412,1
98-290_S16_1,S16,98-290,1
98-290_F16_1,F16,98-290,1
85-340_S16_2,S16,85-340,2
85-340_S17_2,S17,85-340,2
85-340_S18_2,S18,85-340,2
85-340_S23_1,S23,85-340,1
85-340_F23_1,F23,85-340,1
85-340_S24_1,S24,85-340,1
85-340_F24_1,F24,85-340,1
85-340_S25_1,S25,85-340,1
69-144_S19_1,S19,69-144,1
69-144_S20_1,S20,69-144,1
69-144_S23_1,S23,69-144,1
69-144_S24_1,S24,69-144,1
69-144_S25_1,S25,69-144,1
79-226_F15_1,F15,79-226,1
79-226_S20_1,S20,79-226,1
79-226_S23_1,S23,79-226,1
79-226_S25_1,S25,79-226,1
98-044_F23_1,F23,98-044,1
80-270_F16_1,F16,80-270,1
80-270_F18_1,F18,80-270,1
80-270_F20_1,F20,80-270,1
80-270_F22_1,F22,80-270,1
80-270_F24_1,F24,80-270,1
80-335_F21_1,F21,80-335,1
80-335_F22_1,F22,80-335,1
80-335_F23_1,F23,80-335,1
80-335_F24_1,F24,80-335,1
80-335_F25_1,F25,80-335,1
99-101_F19_2,F19,99-101,2
99-101_F20_2,F20,99-101,2
99-101_F21_2,F21,99-101,2
99-101_F22_2,F22,99-101,2
99-101_F23_2,F23,99-101,2
99-101_F23_1,F23,99-101,1
99-101_S24_1,S24,99-101,1
99-101_F24_1,F24,99-101,1
99-101_S25_1,S25,99-101,1
99-101_F25_1,F25,99-101,1
82-279_M24_1,M24,82-279,1
82-279_F24_1,F24,82-279,1
82-279_S25_1,S25,82-279,1
82-279_M25_1,M25,82-279,1
82-279_F25_1,F25,82-279,1
99-382_F22_1,F22,99-382,1
99-382_S25_1,S25,99-382,1
85-252_F23_2,F23,85-252,2
67-202_S18_1,S18,67-202,1
67-202_S19_1,S19,67-202,1
67-202_S20_1,S20,67-202,1
67-202_S22_1,S22,67-202,1
67-202_S23_1,S23,67-202,1
98-382_S21_1,S21,98-382,1
79-271_S24_2,S24,79-271,2
79-271_F15_1,F15,79-271,1
79-271_F16_1,F16,79-271,1
79-271_M20_1,M20,79-271,1
69-113_S18_1,S18,69-113,1
69-113_F18_1,F18,69-113,1
69-113_S19_1,S19,69-113,1
69-113_F19_1,F19,69-113,1
69-113_S20_1,S20,69-113,1
76-475_S19_1,S19,76-475,1
76-475_S20_1,S20,76-475,1
76-475_S22_1,S22,76-475,1
76-475_F23_1,F23,76-475,1
76-475_F24_1,F24,76-475,1
42-101_F23_1,F23,42-101,1
42-101_S24_1,S24,42-101,1
42-101_F24_1,F24,42-101,1
42-101_S25_1,S25,42-101,1
42-101_F25_1,F25,42-101,1
99-402_S24_2,S24,99-402,2
98-052_S25_1,S25,98-052,1
09-325_F20_1,F20,09-325,1
70-448_S16_2,S16,70-448,2
70-448_S17_2,S17,70-448,2
70-448_F19_2,F19,70-448,2
70-448_S21_2,S21,70-448,2
82-280_S21_1,S21,82-280,1
82-280_S22_1,S22,82-280,1
82-280_S23_1,S23,82-280,1
82-280_F23_1,F23,82-280,1
82-280_S25_1,S25,82-280,1
88-275_F19_1,F19,88-275,1
88-275_M20_1,M20,88-275,1
88-275_S23_1,S23,88-275,1
88-275_S24_1,S24,88-275,1
88-275_S25_1,S25,88-275,1
17-356_S21_1,S21,17-356,1
17-356_S22_1,S22,17-356,1
17-356_S23_1,S23,17-356,1
17-356_S24_1,S24,17-356,1
17-356_S25_1,S25,17-356,1
09-519_F19_1,F19,09-519,1
09-519_S21_1,S21,09-519,1
09-519_S23_1,S23,09-519,1
09-519_S24_1,S24,09-519,1
09-519_S25_1,S25,09-519,1
79-288_F18_1,F18,79-288,1
79-288_S21_1,S21,79-288,1
79-288_F22_1,F22,79-288,1
79-288_F23_1,F23,79-288,1
79-288_S25_1,S25,79-288,1
33-106_F15_1,F15,33-106,1
73-338_S16_1,S16,73-338,1
73-338_S17_1,S17,73-338,1
73-338_S18_1,S18,73-338,1
73-338_F18_1,F18,73-338,1
73-338_S21_1,S21,73-338,1
76-463_S16_1,S16,76-463,1
79-267_S17_1,S17,79-267,1
79-267_S22_1,S22,79-267,1
79-267_S25_1,S25,79-267,1
73-103_F22_2,F22,73-103,2
73-103_F23_2,F23,73-103,2
73-103_S24_2,S24,73-103,2
73-103_F24_2,F24,73-103,2
73-103_S25_2,S25,73-103,2
73-103_F23_1,F23,73-103,1
73-103_S24_1,S24,73-103,1
73-103_F24_1,F24,73-103,1
73-103_S25_1,S25,73-103,1
73-103_F25_1,F25,73-103,1
98-005_F18_2,F18,98-005,2
98-005_S23_1,S23,98-005,1
76-208_F18_1,F18,76-208,1
76-208_F19_1,F19,76-208,1
07-599_S23_2,S23,07-599,2
07-599_F23_2,F23,07-599,2
07-599_S24_2,S24,07-599,2
07-599_F24_2,F24,07-599,2
07-599_S25_2,S25,07-599,2
07-599_F23_1,F23,07-599,1
07-599_S24_1,S24,07-599,1
07-599_F24_1,F24,07-599,1
07-599_S25_1,S25,07-599,1
07-599_F25_1,F25,07-599,1
98-140_S22_1,S22,98-140,1
98-140_F22_1,F22,98-140,1
98-140_S24_1,S24,98-140,1
67-490_S23_2,S23,67-490,2
67-490_F23_2,F23,67-490,2
67-490_S24_2,S24,67-490,2
67-490_F24_2,F24,67-490,2
67-490_S25_2,S25,67-490,2
85-213_F21_1,F21,85-213,1
85-213_F22_1,F22,85-213,1
85-213_F23_1,F23,85-213,1
85-213_F24_1,F24,85-213,1
85-213_F25_1,F25,85-213,1
98-269_S22_1,S22,98-269,1
98-269_F22_1,F22,98-269,1
98-269_S24_1,S24,98-269,1
98-269_F24_1,F24,98-269,1
98-269_S25_1,S25,98-269,1
33-151_F21_1,F21,33-151,1
33-151_F22_1,F22,33-151,1
33-151_F23_1,F23,33-151,1
33-151_F24_1,F24,33-151,1
33-151_F25_1,F25,33-151,1
82-111_M19_2,M19,82-111,2
82-111_F24_2,F24,82-111,2
82-111_F21_1,F21,82-111,1
82-111_F22_1,F22,82-111,1
82-111_F23_1,F23,82-111,1
82-111_F24_1,F24,82-111,1
82-111_F25_1,F25,82-111,1
79-375_S18_1,S18,79-375,1
79-375_F19_1,F19,79-375,1
70-389_S24_1,S24,70-389,1
70-389_S25_1,S25,70-389,1
79-230_S20_1,S20,79-230,1
79-230_S23_1,S23,79-230,1
79-230_S24_1,S24,79-230,1
79-230_S25_1,S25,79-230,1
79-230_F25_1,F25,79-230,1
70-366_S18_1,S18,70-366,1
70-366_S19_1,S19,70-366,1
70-366_S20_1,S20,70-366,1
70-366_S21_1,S21,70-366,1
70-366_S23_1,S23,70-366,1
98-286_S16_1,S16,98-286,1
03-411_F20_2,F20,03-411,2
03-411_F21_2,F21,03-411,2
03-411_F22_2,F22,03-411,2
03-411_F23_2,F23,03-411,2
03-411_F24_2,F24,03-411,2
03-411_F21_1,F21,03-411,1
03-411_F22_1,F22,03-411,1
03-411_F23_1,F23,03-411,1
03-411_F24_1,F24,03-411,1
03-411_F25_1,F25,03-411,1
51-401_F15_1,F15,51-401,1
51-401_F16_1,F16,51-401,1
76-434_F24_1,F24,76-434,1
76-273_F15_1,F15,76-273,1
67-404_F23_2,F23,67-404,2
67-404_F24_2,F24,67-404,2
70-464_F25_1,F25,70-464,1
98-357_F19_2,F19,98-357,2
69-129_F19_1,F19,69-129,1
69-129_S20_1,S20,69-129,1
69-129_F23_1,F23,69-129,1
69-129_S24_1,S24,69-129,1
69-129_F24_1,F24,69-129,1
99-357_F23_1,F23,99-357,1
99-357_S24_1,S24,99-357,1
99-357_F24_1,F24,99-357,1
99-357_S25_1,S25,99-357,1
99-357_F25_1,F25,99-357,1
21-241_F20_2,F20,21-241,2
21-241_F21_2,F21,21-241,2
21-241_F22_2,F22,21-241,2
21-241_F23_2,F23,21-241,2
21-241_F24_2,F24,21-241,2
21-241_M24_1,M24,21-241,1
21-241_F24_1,F24,21-241,1
21-241_S25_1,S25,21-241,1
21-241_M25_1,M25,21-241,1
21-241_F25_1,F25,21-241,1
98-212_F20_1,F20,98-212,1
70-258_S20_1,S20,70-258,1
70-258_S22_1,S22,70-258,1
70-258_S23_1,S23,70-258,1
70-258_S24_1,S24,70-258,1
70-258_S25_1,S25,70-258,1
82-214_F15_2,F15,82-214,2
82-214_F16_2,F16,82-214,2
82-214_F22_1,F22,82-214,1
03-201_F20_2,F20,03-201,2
03-201_F21_2,F21,03-201,2
03-201_F22_2,F22,03-201,2
03-201_F23_2,F23,03-201,2
03-201_F24_2,F24,03-201,2
03-201_F21_1,F21,03-201,1
03-201_F22_1,F22,03-201,1
03-201_F23_1,F23,03-201,1
03-201_F24_1,F24,03-201,1
03-201_F25_1,F25,03-201,1
66-146_F24_1,F24,66-146,1
66-146_F25_1,F25,66-146,1
02-201_S16_1,S16,02-201,1
02-201_F16_1,F16,02-201,1
02-201_S17_1,S17,02-201,1
02-201_S18_1,S18,02-201,1
02-201_S19_1,S19,02-201,1
76-361_M18_2,M18,76-361,2
76-361_F15_1,F15,76-361,1
76-361_S17_1,S17,76-361,1
76-361_S18_1,S18,76-361,1
76-361_S19_1,S19,76-361,1
98-029_S25_2,S25,98-029,2
03-344_S21_2,S21,03-344,2
03-344_S22_2,S22,03-344,2
03-344_S23_2,S23,03-344,2
03-344_S24_2,S24,03-344,2
03-344_S25_2,S25,03-344,2
03-344_S21_1,S21,03-344,1
03-344_S22_1,S22,03-344,1
03-344_S23_1,S23,03-344,1
03-344_S24_1,S24,03-344,1
03-344_S25_1,S25,03-344,1
70-433_F24_2,F24,70-433,2
76-418_F19_1,F19,76-418,1
76-418_S22_1,S22,76-418,1
76-418_S24_1,S24,76-418,1
67-280_F15_2,F15,67-280,2
67-280_F17_2,F17,67-280,2
67-280_S21_2,S21,67-280,2
98-300_S18_1,S18,98-300,1
98-300_F18_1,F18,98-300,1
98-300_S19_1,S19,98-300,1
98-300_F19_1,F19,98-300,1
98-300_S20_1,S20,98-300,1
03-128_F19_2,F19,03-128,2
03-128_F20_2,F20,03-128,2
03-128_M22_2,M22,03-128,2
03-128_S23_2,S23,03-128,2
03-128_F23_2,F23,03-128,2
03-128_S20_1,S20,03-128,1
03-128_M20_1,M20,03-128,1
03-128_M22_1,M22,03-128,1
03-128_M23_1,M23,03-128,1
03-128_M24_1,M24,03-128,1
76-398_F16_1,F16,76-398,1
76-232_F15_1,F15,76-232,1
76-232_S19_1,S19,76-232,1
51-207_F24_2,F24,51-207,2
85-100_F25_1,F25,85-100,1
82-202_F23_2,F23,82-202,2
82-202_S24_2,S24,82-202,2
82-202_F23_1,F23,82-202,1
82-202_S24_1,S24,82-202,1
82-202_F24_1,F24,82-202,1
82-202_S25_1,S25,82-202,1
82-202_F25_1,F25,82-202,1
98-195_S24_1,S24,98-195,1
70-425_S16_1,S16,70-425,1
70-425_S17_1,S17,70-425,1
70-425_S18_1,S18,70-425,1
70-425_S19_1,S19,70-425,1
09-348_S21_1,S21,09-348,1
09-348_S22_1,S22,09-348,1
09-348_S23_1,S23,09-348,1
09-348_S24_1,S24,09-348,1
09-348_S25_1,S25,09-348,1
76-377_M16_2,M16,76-377,2
76-377_F18_1,F18,76-377,1
76-377_S20_1,S20,76-377,1
19-303_S20_1,S20,19-303,1
19-303_F21_1,F21,19-303,1
19-303_F22_1,F22,19-303,1
19-303_F23_1,F23,19-303,1
19-303_F25_1,F25,19-303,1
98-253_F15_1,F15,98-253,1
03-240_M21_2,M21,03-240,2
03-240_S22_2,S22,03-240,2
03-240_S23_2,S23,03-240,2
03-240_S24_2,S24,03-240,2
03-240_S25_2,S25,03-240,2
03-240_S16_1,S16,03-240,1
82-255_F24_1,F24,82-255,1
82-255_F25_1,F25,82-255,1
60-205_F19_1,F19,60-205,1
60-205_F20_1,F20,60-205,1
60-205_F21_1,F21,60-205,1
60-205_F22_1,F22,60-205,1
60-205_F24_1,F24,60-205,1
85-507_F16_2,F16,85-507,2
85-507_S17_2,S17,85-507,2
85-507_F22_2,F22,85-507,2
85-507_F23_2,F23,85-507,2
85-507_F24_2,F24,85-507,2
85-507_F21_1,F21,85-507,1
85-507_F22_1,F22,85-507,1
85-507_F23_1,F23,85-507,1
85-507_F24_1,F24,85-507,1
85-507_F25_1,F25,85-507,1
76-265_F23_1,F23,76-265,1
76-265_S24_1,S24,76-265,1
76-265_F24_1,F24,76-265,1
76-265_S25_1,S25,76-265,1
76-265_F25_1,F25,76-265,1
76-320_F19_1,F19,76-320,1
76-320_S25_1,S25,76-320,1
76-320_F25_1,F25,76-320,1
21-484_S19_2,S19,21-484,2
21-484_S20_2,S20,21-484,2
21-484_F21_2,F21,21-484,2
21-484_F23_2,F23,21-484,2
21-484_F24_2,F24,21-484,2
21-484_S21_1,S21,21-484,1
21-484_S22_1,S22,21-484,1
21-484_S23_1,S23,21-484,1
21-484_S24_1,S24,21-484,1
21-484_S25_1,S25,21-484,1
98-068_S17_1,S17,98-068,1
33-350_F24_2,F24,33-350,2
33-350_F23_1,F23,33-350,1
33-350_S24_1,S24,33-350,1
33-350_F24_1,F24,33-350,1
33-350_S25_1,S25,33-350,1
33-350_F25_1,F25,33-350,1
85-442_S18_2,S18,85-442,2
85-442_M18_2,M18,85-442,2
85-442_F19_1,F19,85-442,1
85-442_F20_1,F20,85-442,1
85-442_F22_1,F22,85-442,1
85-442_F23_1,F23,85-442,1
85-442_F24_1,F24,85-442,1
84-291_F20_2,F20,84-291,2
76-459_S24_2,S24,76-459,2
06-262_S21_1,S21,06-262,1
06-262_S22_1,S22,06-262,1
06-262_S23_1,S23,06-262,1
06-262_S24_1,S24,06-262,1
06-262_S25_1,S25,06-262,1
21-257_S16_2,S16,21-257,2
21-257_S17_2,S17,21-257,2
21-257_S18_2,S18,21-257,2
21-257_S19_2,S19,21-257,2
21-257_F16_1,F16,21-257,1
21-257_S17_1,S17,21-257,1
21-257_F17_1,F17,21-257,1
21-257_S18_1,S18,21-257,1
21-257_F18_1,F18,21-257,1
82-193_S25_2,S25,82-193,2
98-341_F23_1,F23,98-341,1
98-341_S24_1,S24,98-341,1
98-341_F24_1,F24,98-341,1
98-341_S25_1,S25,98-341,1
98-341_F25_1,F25,98-341,1
67-384_F24_2,F24,67-384,2
19-211_S21_1,S21,19-211,1
19-211_S22_1,S22,19-211,1
19-211_S23_1,S23,19-211,1
19-211_S24_1,S24,19-211,1
19-211_S25_1,S25,19-211,1
76-458_S24_1,S24,76-458,1
36-236_S23_1,S23,36-236,1
36-236_S24_1,S24,36-236,1
36-236_S25_1,S25,36-236,1
21-256_F20_2,F20,21-256,2
21-256_F21_2,F21,21-256,2
21-256_F22_2,F22,21-256,2
